"ID"	"Link"	"Alias"	"Lang"	"Primary"	"FileVersion"
1937	37	"Rind, Geschnetzeltes, roh"	"D"	1	200
1938	648	"Rind, Hals, roh"	"D"	1	200
1939	648	"Gulasch"	"D"	0	200
1940	32	"Rind, Hohrücken, roh (Schweiz)"	"D"	1	200
1941	33	"Rind, Hohrücken, roh (USA)"	"D"	1	200
1942	657	"Rind, Leber, roh"	"D"	1	200
1943	34	"Rind, Runder Mocken, roh"	"D"	1	200
1944	1075	"Rind, Schulter, Braten medium, im Ofen gebraten (ohne Zugabe von Fett und Salz)"	"D"	1	200
1945	1074	"Rind, Schulter, Braten rare, im Ofen gebraten (ohne Zugabe von Fett und Salz)"	"D"	1	200
1946	638	"Rind, Schulter, Braten, roh"	"D"	1	200
1947	1076	"Rind, Schulter, Braten well done, im Ofen gebraten (ohne Zugabe von Fett und Salz)"	"D"	1	200
1948	13291	"Rind, Siedfleisch, durchzogen, gekocht (ohne Zusatz von Fett und Salz)"	"D"	1	200
1949	35	"Rind, Siedfleisch, durchzogen,  roh"	"D"	1	200
1950	13292	"Rind, Siedfleisch, mager, gekocht (ohne Zusatz von Fett and Salz)"	"D"	1	200
1951	36	"Rind, Siedfleisch, mager, roh"	"D"	1	200
1952	1672	"Rindsragout mit Sauce, zubereitet"	"D"	1	200
1953	38	"Rind, Voressen, roh"	"D"	1	200
1954	656	"Rind, Zunge, roh"	"D"	1	200
1955	701	"Rippli (Nierstück), roh"	"D"	1	200
1956	1584	"Risotto ohne Käse, gekocht"	"D"	1	200
1957	1189	"Ristretto crème, ungezuckert"	"D"	1	200
1958	1677	"Riz Casimir mit Kalbfleisch, zubereitet"	"D"	1	200
1959	1675	"Riz Casimir mit Poulet, zubereitet"	"D"	1	200
1960	830	"Roggenbrot mit Sauerteig"	"D"	1	200
1961	748	"Roggenmehl, halbweiss, Typ 815"	"D"	1	200
1962	752	"Roggenmehl, Ruch, Typ 1050"	"D"	1	200
1963	749	"Roggenmehl, Vollkorn, Schrot, Typ 1800"	"D"	1	200
1964	846	"Roggenschrotbrot"	"D"	1	200
1965	707	"Rohessspeck"	"D"	1	200
1966	707	"Bauernspeck"	"D"	0	200
1967	707	"Bauernspeck, roh, geräuchert"	"D"	0	200
1968	1117	"Rohpökelwaren (Durchschnitt)"	"D"	1	200
1969	693	"Rohschinken"	"D"	1	200
1970	1114	"Rohwürste/Dauerwürste (Durchschnitt)"	"D"	1	200
1971	1115	"Rohwürste mit abgebrochener Reifung (Durchschnitt)"	"D"	1	200
1972	429	"Rollgerste"	"D"	1	200
1973	429	"Gerstengraupen"	"D"	0	200
1974	805	"Rollmops"	"D"	1	200
1975	805	"Hering, sauer"	"D"	0	200
1976	718	"Rollschinken"	"D"	1	200
1977	13333	"Rollschinken, gekocht (ohne Zusatz von Fett und Salz)"	"D"	1	200
1978	484	"Roquefort"	"D"	1	200
1979	1021	"Rosenkohl, gedämpft (ohne Zugabe von Salz)"	"D"	1	200
1980	363	"Rosenkohl, roh"	"D"	1	200
1981	477	"Rosine, getrocknet"	"D"	1	200
1982	477	"Weinbeere"	"D"	0	200
1983	477	"Sultanine"	"D"	0	200
1984	462	"Rosmarin, roh"	"D"	1	200
1985	858	"Rösti, Fertigprodukt"	"D"	1	200
1986	1022	"Rotkohl, gedünstet (ohne Zugabe von Fett und Salz)"	"D"	1	200
1987	1022	"Rotkraut"	"D"	0	200
1988	1022	"Blaukraut"	"D"	0	200
1989	364	"Rotkohl, roh"	"D"	1	200
1990	829	"Ruchbrot"	"D"	1	200
1991	468	"Rucola, roh"	"D"	1	200
1992	468	"Rauke"	"D"	0	200
1993	916	"Rüeblitorte"	"D"	1	200
1994	916	"Rüeblikuchen"	"D"	0	200
1995	916	"Rüeblicake"	"D"	0	200
1996	1604	"Rührei mit Champignons, zubereitet"	"D"	1	200
1997	1605	"Rührei mit Käse, zubereitet"	"D"	1	200
1998	1603	"Rührei mit Kräutern, zubereitet"	"D"	1	200
1999	1606	"Rührei mit Schinken, zubereitet"	"D"	1	200
2000	1602	"Rührei, zubereitet"	"D"	1	200
2001	901	"Rührteigcake Gleichschwer"	"D"	1	200
2002	1607	"Russischer Salat, zubereitet"	"D"	1	200
2003	875	"Sablé, Butter"	"D"	1	200
2004	783	"Salametti"	"D"	1	200
2005	1094	"Salami (Billiglinie)"	"D"	1	200
2006	1091	"Salami Typ Nostrano"	"D"	1	200
2007	1201	"Salatsauce französisch (mit Rapsöl)"	"D"	1	200
2008	1200	"Salatsauce italienisch (mit Olivenöl)"	"D"	1	200
2009	461	"Salbei, roh"	"D"	1	200
2010	1089	"Salsiz"	"D"	1	200
2011	1687	"Saltimbocca, gebraten in HOLL-Rapsöl"	"D"	1	200
2012	1170	"Samen, Kerne, Nüsse (Durchschnitt), ungesalzen"	"D"	1	200
2013	10562	"Samosa, frittiert"	"D"	1	200
2014	10561	"Samosa, gebacken"	"D"	1	200
2015	1551	"Sandwich (Baguette) mit Aufschnitt"	"D"	1	200
2016	1505	"Sandwich (Baguette) mit Fleischkäse"	"D"	1	200
2017	1559	"Sandwich (Baguette) mit Halbhartkäse"	"D"	1	200
2018	1561	"Sandwich (Baguette) mit Mozzarella"	"D"	1	200
2019	1549	"Sandwich (Baguette) mit Rohschinken"	"D"	1	200
2020	1555	"Sandwich (Baguette) mit Salami"	"D"	1	200
2021	1557	"Sandwich (Baguette) mit Schinken"	"D"	1	200
2022	1553	"Sandwich (Baguette) mit Trockenfleisch"	"D"	1	200
2023	1521	"Sandwich (Baguette) mit Weichkäse"	"D"	1	200
2024	1552	"Sandwich (Ruchbrot) mit Aufschnitt"	"D"	1	200
2025	1506	"Sandwich (Ruchbrot) mit Fleischkäse"	"D"	1	200
2026	1560	"Sandwich (Ruchbrot) mit Halbhartkäse"	"D"	1	200
2027	1562	"Sandwich (Ruchbrot) mit Mozzarella"	"D"	1	200
2028	1550	"Sandwich (Ruchbrot) mit Rohschinken"	"D"	1	200
2029	1556	"Sandwich (Ruchbrot) mit Salami"	"D"	1	200
2030	1558	"Sandwich (Ruchbrot) mit Schinken"	"D"	1	200
2031	1554	"Sandwich (Ruchbrot) mit Trockenfleisch"	"D"	1	200
2032	1520	"Sandwich (Ruchbrot) mit Weichkäse"	"D"	1	200
2033	414	"Sardelle im Öl, abgetropft"	"D"	1	200
2034	10532	"Sardellenpaste"	"D"	1	200
2035	413	"Sardine im Öl, abgetropft"	"D"	1	200
2036	757	"Sardine, roh"	"D"	1	200
2037	781	"Saucisse aux choux"	"D"	1	200
2038	780	"Saucisson"	"D"	1	200
2039	13341	"Saucisson, gekocht (ohne Zusatz von Fett und Salz)"	"D"	1	200
2040	1088	"Saucisson vaudois"	"D"	1	200
2041	647	"Sauerkraut, in Essig eingelegt"	"D"	1	200
2042	647	"Sauerkohl"	"D"	0	200
2043	574	"Sauerrahm"	"D"	1	200
2044	574	"Crème fraîche"	"D"	0	200
2045	575	"Saurer Halbrahm"	"D"	1	200
2046	552	"Sbrinz"	"D"	1	200
2047	767	"Scampi (Kaisergranat), roh"	"D"	1	200
2048	13384	"Schafmilch"	"D"	1	200
2049	551	"Schaumwein"	"D"	1	200
2050	551	"Sekt"	"D"	0	200
2051	551	"Prosecco"	"D"	0	200
2052	551	"Champagner"	"D"	0	200
2053	563	"Schmelzkäse, Scheibe, Rahm"	"D"	1	200
2054	558	"Schmelzkäse, Scheibe, viertelfett"	"D"	1	200
2055	559	"Schmelzkäse, Scheibe, vollfett"	"D"	1	200
2056	565	"Schmelzkäse, streichfähig, Rahm"	"D"	1	200
2057	560	"Schmelzkäse, streichfähig, viertelfett"	"D"	1	200
2058	561	"Schmelzkäse, streichfähig, vollfett"	"D"	1	200
2059	374	"Schnittlauch, roh"	"D"	1	200
2060	1685	"Schnitzelbrot mit Cocktailsauce"	"D"	1	200
2061	1685	"Plätzlibrot"	"D"	0	200
2062	1686	"Schnitzelbrot mit Tartarsauce"	"D"	1	200
2063	196	"Schokolade, dunkel (bitter)"	"D"	1	200
2064	807	"Schokoladencrème"	"D"	1	200
2065	889	"Schokoladengugelhopf"	"D"	1	200
2066	960	"Schokoladenpulver"	"D"	1	200
2067	197	"Schokolade, weiss"	"D"	1	200
2068	415	"Scholle, roh"	"D"	1	200
2069	415	"Goldbutt"	"D"	0	200
2070	791	"Schützenwurst"	"D"	1	200
2071	883	"Schwarzwälder Kirschtorte"	"D"	1	200
2072	1023	"Schwarzwurzel, gedämpft (ohne Zugabe von Salz)"	"D"	1	200
2073	452	"Schwarzwurzel, roh"	"D"	1	200
2074	39	"Schwein, Brustspitz, roh"	"D"	1	200
2075	13270	"Schwein, Eckstück, Plätzli, gebraten (ohne Zusatz von Fett und Salz)"	"D"	1	200
2076	679	"Schwein, Eckstück, roh"	"D"	1	200
2077	1102	"Schweinefleisch (Durchschnitt exkl. Innereien, Kotelett, Haxe), roh"	"D"	1	200
2078	594	"Schweineschmalz"	"D"	1	200
2079	13269	"Schwein, Filet, gebraten (ohne Zusatz von Fett und Salz)"	"D"	1	200
2080	677	"Schwein, Filet, roh"	"D"	1	200
2081	7	"Schwein, Gehacktes, roh"	"D"	1	200
2082	13285	"Schwein, Geschnetzeltes, gebraten (ohne Zusatz von Fett und Salz)"	"D"	1	200
2083	40	"Schwein, Geschnetzeltes, roh"	"D"	1	200
2084	13284	"Schwein, Hals, Steak, gebraten (ohne Zusatz von Fett und Salz)"	"D"	1	200
2085	41	"Schwein, Hals, Steak, roh"	"D"	1	200
2086	13289	"Schwein, Haxe, geschmort (ohne zusatz von Fett und Salz)"	"D"	1	200
2087	678	"Schwein, Haxe, roh"	"D"	1	200
2088	13283	"Schwein, Kotelett, gebraten (ohne Zusatz von Fett und Salz)"	"D"	1	200
2089	8	"Schwein, Kotelett, roh"	"D"	1	200
2090	689	"Schwein, Leber, roh"	"D"	1	200
2091	42	"Schwein, Nierstück, roh"	"D"	1	200
2092	43	"Schwein, Runder Mocken, roh"	"D"	1	200
2093	1077	"Schwein, Schulter, Braten medium, im Ofen gebraten (ohne Zugabe von Fett und Salz)"	"D"	1	200
2094	676	"Schwein, Schulter, Braten, roh"	"D"	1	200
2095	1079	"Schwein, Schulter, Braten well done, im Ofen gebraten (ohne Zugabe von Fett und Salz)"	"D"	1	200
2096	1668	"Schweinspiccata, zubereitet"	"D"	1	200
2097	1671	"Schweinsragout mit Sauce, zubereitet"	"D"	1	200
2098	1086	"Schweinswurst"	"D"	1	200
2099	9	"Schwein, Voressen, roh"	"D"	1	200
2100	782	"Schweizer Salami, Schweine- und Rindfleisch"	"D"	1	200
2101	760	"Seehecht, roh"	"D"	1	200
2102	754	"Seelachs, roh"	"D"	1	200
2103	754	"Kohlfisch"	"D"	0	200
2104	754	"Köhler"	"D"	0	200
2105	754	"Pollack"	"D"	0	200
2106	755	"Seezunge, roh"	"D"	1	200
2107	1660	"Sellerie-Piccata, zubereitet"	"D"	1	200
2108	1655	"Selleriescheiben, paniert, zubereitet"	"D"	1	200
2109	1463	"Semmeli"	"D"	1	200
2110	280	"Sesamsamen ungeschält"	"D"	1	200
2111	515	"Sherry, 18.5 vol%"	"D"	1	200
2112	515	"Jerez"	"D"	0	200
2113	1697	"Siedfleischsalat, zubereitet"	"D"	1	200
2114	494	"Silberzwiebel, in Essig eingelegt"	"D"	1	200
2115	569	"Sirup unverdünnt"	"D"	1	200
2116	1132	"Sirup zubereitet (verdünnt im Verhältnis 1:5.5)"	"D"	1	200
2117	1061	"Sojabohne, gekocht (ohne Zugabe von Fett und Salz)"	"D"	1	200
2118	442	"Sojabohne, getrocknet"	"D"	1	200
2119	72	"Soja Drink, nature"	"D"	1	200
2120	72	"Sojamilch"	"D"	0	200
2121	996	"Sojamehl, entfettet"	"D"	1	200
2122	995	"Sojamehl, vollfett"	"D"	1	200
2123	603	"Sojaöl"	"D"	1	200
2124	466	"Sojasprossen, roh"	"D"	1	200
2125	466	"Sojakeime"	"D"	0	200
2126	281	"Sonnenblumenkerne"	"D"	1	200
2127	598	"Sonnenblumenöl"	"D"	1	200
2128	1068	"Sonnenblumenöl HO (high oleic), raffiniert"	"D"	1	200
2129	892	"Sorbet, Frucht"	"D"	1	200
2130	1024	"Spargel, gedämpft (ohne Zugabe von Salz)"	"D"	1	200
2131	443	"Spargel, roh"	"D"	1	200
2132	1025	"Spinat, gedämpft (ohne Zugabe von Salz)"	"D"	1	200
2133	1567	"Spinatkuchen, gebacken (mit Blätterteig)"	"D"	1	200
2134	1567	"Spinatwähe"	"D"	0	200
2135	1566	"Spinatkuchen, gebacken (mit Kuchenteig)"	"D"	1	200
2136	365	"Spinat, roh"	"D"	1	200
2137	646	"Spirituosen 40 vol% (z.B. Vodka, Gin)"	"D"	1	200
2138	917	"Spitzbube (Mürbeteiggebäck mit Konfitüre)"	"D"	1	200
2139	400	"Stachelbeere, roh"	"D"	1	200
2140	1026	"Stangensellerie, gedämpft (ohne Zugabe von Salz)"	"D"	1	200
2141	366	"Stangensellerie, roh"	"D"	1	200
2142	1040	"Steinpilz, gedünstet (ohne Zugabe von Fett und Salz)"	"D"	1	200
2143	455	"Steinpilz, roh"	"D"	1	200
2144	843	"St. Galler Bürli (halbweiss)"	"D"	1	200
2145	792	"St. Galler Schüblig"	"D"	1	200
2146	570	"St. Paulin"	"D"	1	200
2147	13418	"Strudelteig, ungebacken"	"D"	1	200
2148	770	"Surimi"	"D"	1	200
2149	13407	"Süsskartoffel, gedämpft (ohne Zugabe von Salz)"	"D"	1	200
2150	13406	"Süsskartoffel, roh"	"D"	1	200
2151	1609	"Taboulé, zubereitet (mit Bulgur)"	"D"	1	200
2152	1610	"Taboulé, zubereitet (mit Couscous)"	"D"	1	200
2153	1684	"Tartarsauce, selbst zubereitet mit Rapsöl-Mayonnaise"	"D"	1	200
2154	803	"Tee, ungezuckert"	"D"	1	200
2155	1611	"Teigwarenauflauf mit Schinken, zubereitet"	"D"	1	200
2156	1062	"Teigwaren mit Ei, gekocht im Salzwasser (unjodiert)"	"D"	1	200
2157	1062	"Eierteigwaren"	"D"	0	200
2158	799	"Teigwaren mit Ei, trocken"	"D"	1	200
2159	1063	"Teigwaren ohne Ei, gekocht im Salzwasser (unjodiert)"	"D"	1	200
2160	800	"Teigwaren ohne Ei, trocken"	"D"	1	200
2161	1064	"Teigwaren ohne Ei, Vollkorn, gekocht im Salzwasser (unjodiert)"	"D"	1	200
2162	801	"Teigwaren ohne Ei, Vollkorn, trocken"	"D"	1	200
2163	1598	"Teigwarensalat mit französischer Sauce"	"D"	1	200
2164	1597	"Teigwarensalat mit italienischer Sauce"	"D"	1	200
2165	59	"Teilentrahmte Milch, pasteurisiert"	"D"	1	200
2166	61	"Teilentrahmte Milch, UHT"	"D"	1	200
2167	828	"Tessinerbrot"	"D"	1	200
2168	495	"Tête de Moine"	"D"	1	200
2169	418	"Thon im Öl, abgetropft"	"D"	1	200
2170	417	"Thon im Wasser, abgetropft"	"D"	1	200
2171	1613	"Thonsalat an Essig-Öl-Sauce (aus Thon im Wasser)"	"D"	1	200
2172	756	"Thunfisch, roh"	"D"	1	200
2173	460	"Thymian, roh"	"D"	1	200
2174	556	"Tilsiter, pasteurisiert, vollfett"	"D"	1	200
2175	557	"Tilsiter, Rohmilch, vollfett"	"D"	1	200
2176	887	"Tirolercake"	"D"	1	200
2177	827	"Toastbrot mit Butter"	"D"	1	200
2178	826	"Toastbrot mit Pflanzenölen"	"D"	1	200
2179	490	"Tofu"	"D"	1	200
2180	1027	"Tomate, gedünstet (ohne Zugabe von Fett und Salz)"	"D"	1	200
2181	637	"Tomate, geschält (Konserve)"	"D"	1	200
2182	637	"Pelati"	"D"	0	200
2183	1617	"Tomatenkuchen, gebacken (mit Blätterteig)"	"D"	1	200
2184	1617	"Tomatenwähe"	"D"	0	200
2185	1618	"Tomatenkuchen, gebacken (mit Kuchenteig)"	"D"	1	200
2186	636	"Tomatenpüree"	"D"	1	200
2187	636	"Tomatenmark"	"D"	0	200
2188	564	"Tomatensaft"	"D"	1	200
2189	667	"Tomatensauce"	"D"	1	200
2190	670	"Tomatensuppe"	"D"	1	200
2191	348	"Tomate, roh"	"D"	1	200
2192	615	"Tomme"	"D"	1	200
2193	592	"Traubenkernöl"	"D"	1	200
2194	573	"Traubensaft"	"D"	1	200
2195	768	"Traubenzucker"	"D"	1	200
2196	768	"Glukose"	"D"	0	200
2197	768	"Dextrose"	"D"	0	200
2198	478	"Traube, roh"	"D"	1	200
2199	478	"Weintraube"	"D"	0	200
2200	47	"Trinkwasser (Mittelwert Schweiz)"	"D"	1	200
2201	709	"Trockenfleisch"	"D"	1	200
2202	709	"Hobelfleisch"	"D"	0	200
2203	709	"Bündnerfleisch"	"D"	0	200
2204	13275	"Truthahn, Brust, Schnitzel oder Geschnetzeltes, grebraten (ohne Zusatz von Fett und Salz)"	"D"	1	200
2205	713	"Truthahn, Brust, Schnitzel oder Geschnetzeltes, roh"	"D"	1	200
2206	534	"Vacherin Mont d'Or"	"D"	1	200
2207	13413	"Vanillecrème, gekocht"	"D"	1	200
2208	1202	"Vinaigrette (mit Rapsöl)"	"D"	1	200
2209	1680	"Vitello tonnato mit Garnitur"	"D"	1	200
2210	1679	"Vitello tonnato ohne Garnitur"	"D"	1	200
2211	802	"Vollkornreiswaffel"	"D"	1	200
2212	62	"Vollmilch, pasteurisiert"	"D"	1	200
2213	585	"Vollmilchpulver"	"D"	1	200
2214	63	"Vollmilch, UHT"	"D"	1	200
2215	65	"Vollrahm, pasteurisiert"	"D"	1	200
2216	66	"Vollrahm, UHT"	"D"	1	200
2217	692	"Vorderschinken"	"D"	1	200
2218	49	"Vorzugsbutter"	"D"	1	200
2219	824	"Walliser Roggenbrot"	"D"	1	200
2220	10542	"Wasabi Paste"	"D"	1	200
2221	893	"Wassereis"	"D"	1	200
2222	893	"Wasserglacé"	"D"	0	200
2223	402	"Wassermelone, roh"	"D"	1	200
2224	954	"Weichkaramellen, Bonbons"	"D"	1	200
2225	631	"Weichkäse, Doppelrahm"	"D"	1	200
2226	1197	"Weichkäse (Durchschnitt ohne fettreduzierte Varianten)"	"D"	1	200
2227	13392	"Weichkäse, Rahm"	"D"	1	200
2228	13391	"Weichkäse, vollfett"	"D"	1	200
2229	509	"Wein rot, 12 vol%"	"D"	1	200
2230	509	"Rotwein"	"D"	0	200
2231	10477	"Wein rot, 13.5 vol%"	"D"	1	200
2232	508	"Wein rot, 9 vol%"	"D"	1	200
2233	510	"Wein weiss, 11 vol%"	"D"	1	200
2234	510	"Weisswein"	"D"	0	200
2235	511	"Wein weiss, 12.5 vol%"	"D"	1	200
2236	10478	"Wein weiss, gespritzt, sauer"	"D"	1	200
2237	10479	"Wein weiss, gespritzt, süss"	"D"	1	200
2238	823	"Weissbrot"	"D"	1	200
2239	1028	"Weisskohl, gedämpft (ohne Zugabe von Salz)"	"D"	1	200
2240	1029	"Weisskohl, gedünstet (ohne Zugabe von Fett und Salz)"	"D"	1	200
2241	453	"Weisskohl, roh"	"D"	1	200
2242	1273	"Weisswurst"	"D"	1	200
2243	939	"Weizenflocken, Vollkorn"	"D"	1	200
2244	430	"Weizenkeime"	"D"	1	200
2245	593	"Weizenkeimöl"	"D"	1	200
2246	431	"Weizenkleie"	"D"	1	200
2247	431	"Speisekleie"	"D"	0	200
2248	204	"Weizenmehl (Backmehl), Typ 550"	"D"	1	200
2249	207	"Weizenmehl, halbweiss, Typ 720"	"D"	1	200
2250	203	"Weizenmehl, Ruch, Typ 1100"	"D"	1	200
2251	206	"Weizenmehl, Vollkorn, Typ 1700"	"D"	1	200
2252	205	"Weizenmehl, weiss, Typ 400"	"D"	1	200
2253	1588	"Weizenotto, gekocht"	"D"	1	200
2254	897	"Weizenstärke"	"D"	1	200
2255	821	"Weizenvollkornbrot"	"D"	1	200
2256	821	"Grahambrot"	"D"	0	200
2257	734	"Weizen (Weichweizen), ganzes Korn"	"D"	1	200
2258	514	"Wermut, 15 vol%"	"D"	1	200
2259	514	"Wermutwein"	"D"	0	200
2260	514	"Wermuth"	"D"	0	200
2261	514	"Vermouth"	"D"	0	200
2262	1082	"Wienerli"	"D"	1	200
2263	1589	"Wienerli, gekocht"	"D"	1	200
2264	13281	"Wildfleisch (Durchschnitt), gekocht (ohne Zusatz von Fett und Salz)"	"D"	1	200
2265	1125	"Wildfleisch (Durchschnitt), roh"	"D"	1	200
2266	796	"Wildfleischterrine"	"D"	1	200
2267	489	"Wildschwein (Durchschnitt), roh"	"D"	1	200
2268	1030	"Wirz, gedämpft (ohne Zugabe von Salz)"	"D"	1	200
2269	1030	"Wirsingkohl"	"D"	0	200
2270	454	"Wirz, roh"	"D"	1	200
2271	1569	"Wurst-Käse-Salat, zubereitet"	"D"	1	200
2272	1568	"Wurstsalat, zubereitet"	"D"	1	200
2273	1162	"Wurzel- und Knollengemüse (Durchschnitt), gedämpft (ohne Zugabe von Salz)"	"D"	1	200
2274	1163	"Wurzel- und Knollengemüse (Durchschnitt), gedünstet (ohne Zugabe von Fett und Salz)"	"D"	1	200
2275	1161	"Wurzel- und Knollengemüse (Durchschnitt), gekocht (ohne Zugabe von Fett und Salz)"	"D"	1	200
2276	1267	"Wurzel- und Knollengemüse (Durchschnitt), roh"	"D"	1	200
2277	759	"Zampone"	"D"	1	200
2278	759	"Gefüllter Schweinsfuss"	"D"	0	200
2279	687	"Ziege (Durchschnitt), roh"	"D"	1	200
2280	528	"Ziegenmilch"	"D"	1	200
2281	506	"Ziger weiss"	"D"	1	200
2282	876	"Zimtstern"	"D"	1	200
2283	605	"Zitronensaft"	"D"	1	200
2284	398	"Zitrone, roh"	"D"	1	200
2285	1126	"Zitrusfrüchte (Durchschnitt), roh"	"D"	1	200
2286	1031	"Zucchetti, gedünstet (ohne Zugabe von Fett und Salz)"	"D"	1	200
2287	1031	"Zucchini"	"D"	0	200
2288	1661	"Zucchetti-Piccata, zubereitet"	"D"	1	200
2289	367	"Zucchetti, roh"	"D"	1	200
2290	1657	"Zucchettischeiben, paniert, zubereitet"	"D"	1	200
2291	471	"Zucker, braun"	"D"	1	200
2292	465	"Zuckerhutsalat, roh"	"D"	1	200
2293	632	"Zuckermais (Konserve)"	"D"	1	200
2294	1033	"Zuckermais (Konserve), aufgewärmt (ohne Zugabe von Salz)"	"D"	1	200
2295	470	"Zucker, weiss"	"D"	1	200
2296	470	"Saccharose"	"D"	0	200
2297	470	"Kristallzucker"	"D"	0	200
2298	882	"Zuger Kirschtorte"	"D"	1	200
2299	10378	"Zunge (Durchschnitt aus Kalb und Rind), roh"	"D"	1	200
2300	1056	"Zwetschge, gedünstet, abgetropft (ohne Zugabe von Zucker)"	"D"	1	200
2301	1529	"Zwetschgenkuchen, gebacken (mit Blätterteig)"	"D"	1	200
2302	1529	"Zwetschgenwähe"	"D"	0	200
2303	1531	"Zwetschgenkuchen, gebacken (mit Kuchenteig)"	"D"	1	200
2304	479	"Zwetschge, roh"	"D"	1	200
2305	930	"Zwieback"	"D"	1	200
2306	929	"Zwieback, Vollkorn"	"D"	1	200
2307	1035	"Zwiebel, gedünstet (ohne Zugabe von Fett und Salz)"	"D"	1	200
2308	1036	"Zwiebel, geröstet (ohne Zugabe von Fett und Salz)"	"D"	1	200
2309	1615	"Zwiebelkuchen, gebacken (mit Blätterteig)"	"D"	1	200
2310	1615	"Zwiebelwähe"	"D"	0	200
2311	1616	"Zwiebelkuchen, gebacken (mit Kuchenteig)"	"D"	1	200
2312	368	"Zwiebel, roh"	"D"	1	200
2313	1251	"Aberlour 10 years old Malt Scotch Whisky (43 vol%)"	"D"	1	200
2314	1252	"Absolut Vodka (40 vol%)"	"D"	1	200
2315	1253	"Amaro Ramazzotti (30 vol%)"	"D"	1	200
2316	1254	"Ballantine's 12 years old blended Scotch Whisky (40 vol%)"	"D"	1	200
2317	1255	"Ballantine's Finest blended Scotch Whisky (40 vol%)"	"D"	1	200
2318	1159	"Bier, alkoholfrei (Durchschnitt Produktsortiment)"	"D"	1	200
2319	1160	"Bier, Lager (Durchschnitt Produktsortiment)"	"D"	1	200
2320	1145	"Calanda Lager (4.8 vol%)"	"D"	1	200
2321	1146	"Calanda Lemon (2.4 vol%)"	"D"	1	200
2322	1138	"Cardinal Lager (4.8 vol%)"	"D"	1	200
2323	1155	"Cardinal sans alcool (<0.5 vol%)"	"D"	1	200
2324	1156	"Carlsberg Alkoholfrei (<0.5 vol%)"	"D"	1	200
2325	1139	"Carlsberg (Lagerbier, 5 vol%)"	"D"	1	200
2326	1256	"Chivas Regal 12 years old blended Scotch Whisky (40 vol%)"	"D"	1	200
2327	1153	"Clausthaler Classic (0.45 vol%)"	"D"	1	200
2328	1154	"Clausthaler Extra Herb (0.45 vol%)"	"D"	1	200
2329	1157	"Eichhof Alkoholfrei (0.4 vol%)"	"D"	1	200
2330	1147	"Eichhof Hubertus (Spezialbier dunkel, 6 vol%)"	"D"	1	200
2331	1148	"Eichhof Klosterbräu (Spezialbier Zwickel trüb, 5.1 vol%)"	"D"	1	200
2332	1149	"Eichhof Lager (4.8 vol%)"	"D"	1	200
2333	13435	"Energy Drink, gezuckert  (Durchschnitt von Markenprodukten)"	"D"	1	200
2334	13436	"Energy Drink, mit Süssstoffen (Durchschnitt von Markenprodukten)"	"D"	1	200
2335	1140	"Feldschlösschen 2.4 (Leichtbier, 2.4 vol%)"	"D"	1	200
2336	1158	"Feldschlösschen Alkoholfrei (<0.5 vol%)"	"D"	1	200
2337	1141	"Feldschlösschen Bügel (Lagerbier, 4.8 vol%)"	"D"	1	200
2338	1142	"Feldschlösschen Hopfenperle (Spezialbier hell, 5.2 vol%)"	"D"	1	200
2339	1143	"Feldschlösschen Original (Lagerbier, 4.8 vol%)"	"D"	1	200
2340	1144	"Feldschlösschen Urtrüb (3-Kornbier naturtrüb, 5 vol%)"	"D"	1	200
2341	1257	"Four Roses Bourbon (40 vol%)"	"D"	1	200
2342	1258	"Glenlivet 12 years old Malt Scotch Whisky (40 vol%)"	"D"	1	200
2343	1259	"Grappa Fior di Vite Ramazzotti (40 vol%)"	"D"	1	200
2344	13430	"Hafer Drink, nature, Calcium angereichert (Durchschnitt von Markenprodukten)"	"D"	1	200
2345	13426	"Hafer Drink, nature (Durchschnitt von Markenprodukten)"	"D"	1	200
2346	1260	"Havana Club Anejo Reserva (40 vol%)"	"D"	1	200
2347	1150	"Heineken Lager (5 vol%)"	"D"	1	200
2348	1151	"Ittinger (Spezialbier Amber, 5.6 vol%)"	"D"	1	200
2349	1261	"Jameson Irish Whiskey (40 vol%)"	"D"	1	200
2350	13425	"Joghurt, nach griechischer Art, mit Rahm, nature (Durchschnitt von Markenprodukten)"	"D"	1	200
2351	1262	"Malibu Coconut (21 vol%)"	"D"	1	200
2352	13434	"Malzgetränk mit Kakao, Vitamine und Mineralien angereichert, pulver (Durchschnitt von Mark"	"D"	1	200
2353	13433	"Mandel Drink, nature, Calcium und Vitaminen angereichert (Durchschnitt von Markenprodukten"	"D"	1	200
2354	13428	"Mandel Drink, nature (Durchschnitt von Markenprodukten)"	"D"	1	200
2355	538	"Mineralwasser Adelbodner"	"D"	1	200
2356	1171	"Mineralwasser Adello"	"D"	1	200
2357	540	"Mineralwasser Allegra (Malix)"	"D"	1	200
2358	1096	"Mineralwasser Appenzell (Gontenbad)"	"D"	1	200
2359	73	"Mineralwasser Aproz (Aproz)"	"D"	1	200
2360	104	"Mineralwasser Aquella (Bouillets)"	"D"	1	200
2361	541	"Mineralwasser Arkina"	"D"	1	200
2362	1178	"Mineralwasser Badoit (St Galmier)"	"D"	1	200
2363	1172	"Mineralwasser Cristallo (Lostorf)"	"D"	1	200
2364	1046	"Mineralwasser Cristalp (Saxon)"	"D"	1	200
2365	1044	"Mineralwasser Elmer"	"D"	1	200
