"ID"	"Link"	"Alias"	"Lang"	"Primary"	"FileVersion"
488	1518	"Mashed potatoes, prepared (with partially skimmed milk and butter)"	"E"	1	200
489	771	"Mayonnaise"	"E"	1	200
490	1682	"Mayonnaise, home made with rapeseed oil"	"E"	1	200
491	772	"Mayonnaise, low calorie"	"E"	1	200
492	1111	"Meat (average excluding offal), raw"	"E"	1	200
493	13318	"Meat, chopped (average of beef, veal, pork, poultry), pan fried (without addition of fat a"	"E"	1	200
494	1104	"Meat, chopped (average of beef, veal, pork, poultry), raw"	"E"	1	200
495	1664	"Meat lasagne, prepared"	"E"	1	200
496	1582	"Meat loaf, baked in the oven"	"E"	1	200
497	854	"Meringue, biscuit"	"E"	1	200
498	879	"Milanese cookie, butter, sweet"	"E"	1	200
499	1194	"Milk (average)"	"E"	1	200
500	195	"Milk chocolate"	"E"	1	200
501	654	"Milk chocolate, filled with alcohol"	"E"	1	200
502	655	"Milk chocolate, filled with cream (gianduja, nougat)"	"E"	1	200
503	642	"Milk chocolate filled with nuts (chocolate bar)"	"E"	1	200
504	643	"Milk chocolate with almond, honey, nougat"	"E"	1	200
505	612	"Milk chocolate with nuts"	"E"	1	200
506	641	"Milk chocolate with raisins, nuts, almonds"	"E"	1	200
507	13399	"Milk, half skimmed 1.5 % fat, UHT"	"E"	1	200
508	59	"Milk partially skimmed, pasteurized"	"E"	1	200
509	61	"Milk partially skimmed, UHT"	"E"	1	200
510	422	"Millet, grain peeled"	"E"	1	200
511	1586	"Millet risotto, cooked"	"E"	1	200
512	938	"Millet, wholemeal flakes"	"E"	1	200
513	13317	"Minced meat (average of beef, veal, pork, chicken), pan fried (without addition of fat and"	"E"	1	200
514	1105	"Minced meat (average of beef, veal, pork, chicken), raw"	"E"	1	200
515	671	"Minestrone"	"E"	1	200
516	1087	"Minipic sausage"	"E"	1	200
517	1053	"Mirabelle plum, stewed, drained (without addition of sugar)"	"E"	1	200
518	732	"Molasses"	"E"	1	200
519	761	"Molluscs, blue mussel, raw"	"E"	1	200
520	457	"Morel, fresh"	"E"	1	200
521	1039	"Morel, stewed (without addition of fat and salt)"	"E"	1	200
522	819	"Mortadella"	"E"	1	200
523	717	"Mostbröckli (smoked and dried beef), raw"	"E"	1	200
524	82	"Mozzarella"	"E"	1	200
525	1128	"Mushroom (average), raw"	"E"	1	200
526	1129	"Mushroom (average), stewed (without addition of fat and salt)"	"E"	1	200
527	629	"Mushroom, canned"	"E"	1	200
528	375	"Mushroom, raw"	"E"	1	200
529	1585	"Mushroom risotto, cooked"	"E"	1	200
530	683	"Mushroom sauce, thickened"	"E"	1	200
531	688	"Mushroom soup"	"E"	1	200
532	1037	"Mushroom, stewed (without addition of fat and salt)"	"E"	1	200
533	1579	"Nasi Goreng, prepared"	"E"	1	200
534	404	"Nectarine, fresh"	"E"	1	200
535	767	"Norway lobster, raw"	"E"	1	200
536	915	"Nut roll with yeast dough"	"E"	1	200
537	871	"Nut sticks"	"E"	1	200
538	902	"Nut tart from Engadin"	"E"	1	200
539	769	"Oat bran, raw"	"E"	1	200
540	198	"Oat flakes"	"E"	1	200
541	493	"Olive, black"	"E"	1	200
542	492	"Olive, green"	"E"	1	200
543	591	"Olive oil"	"E"	1	200
544	10545	"Olives stuffed with minced meat, deep-fried"	"E"	1	200
545	1616	"Onion quiche, baked (with cake dough)"	"E"	1	200
546	1615	"Onion quiche, baked (with puff pastry)"	"E"	1	200
547	368	"Onion, raw"	"E"	1	200
548	1036	"Onion, roasted, brown (without addition of fat and salt)"	"E"	1	200
549	1035	"Onion, stewed (without addition of fat and salt)"	"E"	1	200
550	405	"Orange, fresh"	"E"	1	200
551	576	"Orange juice"	"E"	1	200
552	577	"Orange juice, fortified with vitamin C"	"E"	1	200
553	572	"Orange nectar"	"E"	1	200
554	708	"Palm oil, palm fat"	"E"	1	200
555	716	"Pancetta"	"E"	1	200
556	202	"Panettone"	"E"	1	200
557	779	"Pantli, beef and pork sausage"	"E"	1	200
558	663	"Paprika (spice)"	"E"	1	200
559	482	"Parmesan cheese"	"E"	1	200
560	373	"Parsley, fresh"	"E"	1	200
561	986	"Passion fruit, fresh"	"E"	1	200
562	1063	"Pasta egg-free, cooked in salted water (uniodised)"	"E"	1	200
563	800	"Pasta egg-free, dry"	"E"	1	200
564	1611	"Pasta gratin with ham, prepared"	"E"	1	200
565	1598	"Pasta salad with French dressing"	"E"	1	200
566	1597	"Pasta salat with Italian dressing"	"E"	1	200
567	1062	"Pasta with egg, cooked in salted water (uniodised)"	"E"	1	200
568	799	"Pasta with egg, dry"	"E"	1	200
569	774	"Pâté de campagne"	"E"	1	200
570	401	"Peach, fresh"	"E"	1	200
571	624	"Peach, sweetened, canned"	"E"	1	200
572	625	"Peach, unsweetened, canned"	"E"	1	200
573	13390	"Pea, mature seed, split, cooked (wothout addition of fat and salt)"	"E"	1	200
574	13389	"Pea, mature seed, split, dried"	"E"	1	200
575	282	"Peanut"	"E"	1	200
576	751	"Peanut butter"	"E"	1	200
577	681	"Peanut curls"	"E"	1	200
578	596	"Peanut oil"	"E"	1	200
579	407	"Peanut, roasted"	"E"	1	200
580	433	"Pear, dried"	"E"	1	200
581	562	"Pear juice"	"E"	1	200
582	429	"Pearl barley"	"E"	1	200
583	494	"Pearl onion, pickled"	"E"	1	200
584	1484	"Pear pie, baked (with cake dough)"	"E"	1	200
585	1483	"Pear pie, baked (with puff pastry)"	"E"	1	200
586	382	"Pear, raw"	"E"	1	200
587	1050	"Pear, stewed, drained (without addition of sugar)"	"E"	1	200
588	620	"Pear, sweetened, canned"	"E"	1	200
589	626	"Pear, unsweetened, canned"	"E"	1	200
590	787	"Peasant's Schüblig"	"E"	1	200
591	463	"Peppermint, fresh"	"E"	1	200
592	416	"Pike, raw"	"E"	1	200
593	377	"Pineapple, fresh"	"E"	1	200
594	617	"Pineapple, sweetened, canned"	"E"	1	200
595	618	"Pineapple, unsweetened, canned"	"E"	1	200
596	283	"Pine nuts"	"E"	1	200
597	274	"Pistachio, dried"	"E"	1	200
598	1533	"Pizza Calzone, baked"	"E"	1	200
599	907	"Pizza doug ( with olive oil), raw"	"E"	1	200
600	1534	"Pizza Hawaii, baked"	"E"	1	200
601	1535	"Pizza Margherita, baked"	"E"	1	200
602	1539	"Pizza with four cheeses, baked"	"E"	1	200
603	1537	"Pizza with ham and mushrooms, baked"	"E"	1	200
604	1538	"Pizza with ham, baked"	"E"	1	200
605	1536	"Pizza with mascarpone and rocket, baked"	"E"	1	200
606	1532	"Pizza with tuna, baked"	"E"	1	200
607	1540	"Pizza with vegetables, baked"	"E"	1	200
608	474	"Plum, fresh"	"E"	1	200
609	1530	"Plum pie, baked (with cake dough)"	"E"	1	200
610	1528	"Plum pie, baked (with puff pastry)"	"E"	1	200
611	1054	"Plum, stewed, drained (without addition of sugar)"	"E"	1	200
612	10546	"Polenta nera (made from corn semolina and buckwheat flour,) cooked"	"E"	1	200
613	12982	"Pommes Chips"	"E"	1	200
614	424	"Popcorn"	"E"	1	200
615	1668	"Porc piccata, prepared"	"E"	1	200
616	1102	"Pork (average excluding offal, chop, knuckle), raw"	"E"	1	200
617	13283	"Pork, chop, pan fried (without addition of fat and salt)"	"E"	1	200
618	13285	"Pork, chopped, pan fried (without addition of fat and salt)"	"E"	1	200
619	40	"Pork, chopped, raw"	"E"	1	200
620	8	"Pork, chop, raw"	"E"	1	200
621	1077	"Pork, chuck, medium, roast in oven (without addition of fat and salt)"	"E"	1	200
622	676	"Pork, chuck, roast, raw"	"E"	1	200
623	1079	"Pork, chuck, well done, roast in oven (without addition of fat and salt)"	"E"	1	200
624	43	"Pork, eye of round, raw"	"E"	1	200
625	13269	"Pork, filet, fried (without addition of fat and salt)"	"E"	1	200
626	677	"Pork, filet, raw1"	"E"	1	200
627	692	"Pork, ham from shoulder, raw"	"E"	1	200
628	13289	"Pork, knuckle, braised (without addition of fat and salt)"	"E"	1	200
629	678	"Pork, knuckle, raw"	"E"	1	200
630	594	"Pork lard"	"E"	1	200
631	689	"Pork, liver, raw"	"E"	1	200
632	42	"Pork, loin, raw"	"E"	1	200
633	7	"Pork, minced, raw"	"E"	1	200
634	9	"Pork, ragout, raw"	"E"	1	200
635	1671	"Pork ragout with sauce, prepared"	"E"	1	200
636	13270	"Pork, round, schnitzel, pan fried (without addition of fat and salt)"	"E"	1	200
637	679	"Pork, round, schnitzel, raw"	"E"	1	200
638	1085	"Pork sausage (Schweinsbratwurst)"	"E"	1	200
639	1086	"Pork sausage (Schweinswurst)"	"E"	1	200
640	39	"Pork, spare ribs, raw"	"E"	1	200
641	13284	"Pork, throat, pan fried (without addition of fat and salt)"	"E"	1	200
642	41	"Pork, throat, raw"	"E"	1	200
643	1511	"Porridge, prepared (with full fat milk, without addition of sugar)"	"E"	1	200
644	1512	"Porridge, prepared (with partially skimmed milk, without addition of sugar)"	"E"	1	200
645	516	"Port, 18.5 vol%"	"E"	1	200
646	12983	"Potato chips fat reduced"	"E"	1	200
647	1057	"Potatoe, peeled, steamed (without addition of salt)"	"E"	1	200
648	1599	"Potatoes au gratin dauphinois, prepared"	"E"	1	200
649	1600	"Potatoes au gratin savoyard, prepared"	"E"	1	200
650	860	"Potato flakes, with milk powder and salt (instant mashed potatoes)"	"E"	1	200
651	813	"Potato, peeled, raw"	"E"	1	200
652	1516	"Potato salad with mayonnaise yogurt dressing"	"E"	1	200
653	1517	"Potato salad with oil and vinagre dressing"	"E"	1	200
654	497	"Potato starch"	"E"	1	200
655	1100	"Poultry (average excluding offal), raw"	"E"	1	200
656	1108	"Poultry without skin (average excluding offal), raw"	"E"	1	200
657	1109	"Poultry with skin (average), raw"	"E"	1	200
658	947	"Pretzel sticks (dry lye pretzel)"	"E"	1	200
659	558	"Processed cheese, 15% fidm, slice"	"E"	1	200
660	560	"Processed cheese, 15% fidm, spreadable"	"E"	1	200
661	559	"Processed cheese, 45% fidm, slice"	"E"	1	200
662	561	"Processed cheese, 45% fidm, spreadable"	"E"	1	200
663	563	"Processed cheese, 50% fidm, slice"	"E"	1	200
664	565	"Processed cheese, 50% fidm, spreadable"	"E"	1	200
665	475	"Prune, dried"	"E"	1	200
666	479	"Prune plum, fresh"	"E"	1	200
667	1531	"Prune plum pie, baked (with cake dough)"	"E"	1	200
668	1529	"Prune plum pie, baked (with puff pastry)"	"E"	1	200
669	1056	"Prune plum, stewed, drained (without addition of sugar)"	"E"	1	200
670	874	"Prussian cookie"	"E"	1	200
671	806	"Pudding, caramel"	"E"	1	200
672	810	"Pudding, chocolate"	"E"	1	200
673	809	"Pudding, vanilla"	"E"	1	200
674	904	"Puff pastry home-made (with butter), raw"	"E"	1	200
675	905	"Puff pastry home-made (with vegetable fat), raw"	"E"	1	200
676	928	"Puff pastry sticks"	"E"	1	200
677	1662	"Pumpkin piccata, prepared"	"E"	1	200
678	480	"Pumpkin, raw"	"E"	1	200
679	13404	"Pumpkin seed oil"	"E"	1	200
680	276	"Pumpkin seeds"	"E"	1	200
681	1020	"Pumpkin, steamed (without addition of salt)"	"E"	1	200
682	1541	"Quiche Lorraine, baked (with cake dough)"	"E"	1	200
683	1542	"Quiche Lorraine, baked (with puff pastry)"	"E"	1	200
684	1055	"Quince, cooked, drained (without addition of sugar)"	"E"	1	200
685	476	"Quince, fresh"	"E"	1	200
686	13396	"Quinoa, cooked (without addition of salt and fat)"	"E"	1	200
687	13394	"Quinoa, raw"	"E"	1	200
688	532	"Raclette cheese"	"E"	1	200
689	458	"Radicchio red, raw"	"E"	1	200
690	361	"Radish, raw"	"E"	1	200
691	456	"Radish, red, raw"	"E"	1	200
692	477	"Raisins, dried (grape)/ sultanas"	"E"	1	200
693	600	"Rapeseed oil"	"E"	1	200
694	1069	"Rapeseed oil HOLL (high oleic, low linolenic)"	"E"	1	200
695	917	"Rascal (Shortbread cookie with jam)"	"E"	1	200
696	390	"Raspberry, raw"	"E"	1	200
697	1665	"Ratatouille, prepared"	"E"	1	200
698	1117	"Raw cured meat raw (average)"	"E"	1	200
699	1114	"Raw sausages (average)"	"E"	1	200
700	1115	"Raw sausages with interrupted maturation (average)"	"E"	1	200
701	533	"Reblochon cheese"	"E"	1	200
702	364	"Red cabbage, raw"	"E"	1	200
703	1022	"Red cabbage, stewed (without addition of fat and salt)"	"E"	1	200
704	1595	"Red currant pie, baked (with cake dough)"	"E"	1	200
705	1593	"Red currant pie, baked (with puff pastry)"	"E"	1	200
706	1592	"Red currant pie, baked (with sweet short pastry base)"	"E"	1	200
707	1548	"Rhubarb pie, baked (with cake dough)"	"E"	1	200
708	1547	"Rhubarb pie, baked (with puff pastry)"	"E"	1	200
709	362	"Rhubarb, raw"	"E"	1	200
710	1065	"Rice parboiled, cooked in salted water (uniodised)"	"E"	1	200
711	419	"Rice parboiled, raw"	"E"	1	200
712	1066	"Rice polished, cooked in salted water (uniodised)"	"E"	1	200
713	427	"Rice polished, raw"	"E"	1	200
714	1514	"Rice pudding, prepared (with full fat milk, without addition of sugar)"	"E"	1	200
715	1513	"Rice pudding, prepared (with partially skimmed milk, without addition of sugar)"	"E"	1	200
716	1067	"Rice unpolished, cooked in salted water (uniodised)"	"E"	1	200
717	428	"Rice unpolished (wholemeal), raw"	"E"	1	200
718	1465	"Ring cake grandmother style"	"E"	1	200
719	1584	"Risotto without cheese, cooked"	"E"	1	200
720	1189	"Ristretto with coffee cream, no sugar added"	"E"	1	200
721	1675	"Riz Casimir with chicken, prepared"	"E"	1	200
722	1677	"Riz Casimir with veal, prepared"	"E"	1	200
723	468	"Rocket, raw"	"E"	1	200
724	28	"Roe (deer), ragout, raw"	"E"	1	200
725	488	"Roe (deer), raw"	"E"	1	200
726	29	"Roe (deer), schnitzel, raw"	"E"	1	200
727	13333	"Rolled smoked ham, cooked (without addition of fat and salt)"	"E"	1	200
728	805	"Rollmops (pickled herring)"	"E"	1	200
729	718	"Rollschinken, cured and smoked pork meat"	"E"	1	200
730	441	"Romaine lettuce (cos lettuce)"	"E"	1	200
731	1161	"Root and tuber vegetables (average), boiled (without addition of fat and salt)"	"E"	1	200
732	1267	"Root and tuber vegetables (average), raw"	"E"	1	200
733	1162	"Root and tuber vegetables (average), steamed (without addition of salt)"	"E"	1	200
734	1163	"Root and tuber vegetables (average), stewed (without addition of fat and salt)"	"E"	1	200
735	484	"Roquefort cheese"	"E"	1	200
736	462	"Rosemary, fresh"	"E"	1	200
737	858	"Rosti (shredded potatoes, ready to fry)"	"E"	1	200
738	930	"Rusk"	"E"	1	200
739	929	"Rusk wholemeal"	"E"	1	200
740	1607	"Russian salad, prepared"	"E"	1	200
741	824	"Rye bread from Valais"	"E"	1	200
742	846	"Rye bread with rye grist"	"E"	1	200
743	830	"Rye bread with sour dough"	"E"	1	200
744	752	"Rye flour Type 1050"	"E"	1	200
745	748	"Rye flour Type 815"	"E"	1	200
746	749	"Rye flour (wholemeal) Type 1800"	"E"	1	200
747	589	"Safflower oil"	"E"	1	200
748	461	"Sage, raw"	"E"	1	200
749	1201	"Salad dressing french style (with rapeseed oil)"	"E"	1	200
750	1200	"Salad dressing italian style (with olive oil)"	"E"	1	200
751	783	"Salametti"	"E"	1	200
752	1094	"Salami budget type"	"E"	1	200
753	784	"Salami Farmer style"	"E"	1	200
754	1091	"Salami Nostrano type"	"E"	1	200
755	13354	"Salmon, cultured, filet, steamed (without addition of fat and salt)"	"E"	1	200
756	194	"Salmon, cultured, raw"	"E"	1	200
757	193	"Salmon, smoked"	"E"	1	200
758	210	"Salmon, wild, raw"	"E"	1	200
759	1089	"Salsiz sausage"	"E"	1	200
760	1687	"Saltimbocca, pan fried in rapeseed oil HOLL"	"E"	1	200
761	10562	"Samosa, deep-fried"	"E"	1	200
762	1551	"Sandwich (baguette bread) with cold cuts"	"E"	1	200
763	1553	"Sandwich (baguette bread) with dried meat"	"E"	1	200
764	1557	"Sandwich (baguette bread) with ham"	"E"	1	200
765	1505	"Sandwich (baguette bread) with luncheon meat"	"E"	1	200
766	1561	"Sandwich (baguette bread) with mozzarella"	"E"	1	200
767	1549	"Sandwich (baguette bread) with raw ham"	"E"	1	200
768	1555	"Sandwich (baguette bread) with salami"	"E"	1	200
769	1559	"Sandwich (baguette bread) with semi hard cheese"	"E"	1	200
770	1521	"Sandwich (baguette bread) with soft cheese"	"E"	1	200
771	1552	"Sandwich (brown bread) with cold cuts"	"E"	1	200
772	1554	"Sandwich (brown bread) with dried meat"	"E"	1	200
773	1558	"Sandwich (brown bread) with ham"	"E"	1	200
774	1506	"Sandwich (brown bread) with luncheon meat"	"E"	1	200
775	1562	"Sandwich (brown bread) with mozzarella"	"E"	1	200
776	1550	"Sandwich (brown bread) with raw ham"	"E"	1	200
777	1556	"Sandwich (brown bread) with salami"	"E"	1	200
778	1560	"Sandwich (brown bread) with semi hard cheese"	"E"	1	200
779	1520	"Sandwich (brown bread) with soft cheese"	"E"	1	200
780	780	"Saucisson sausage"	"E"	1	200
781	13341	"Saucisson sausage, cooked (without addition of fat and salt)"	"E"	1	200
782	647	"Sauerkraut, pickled"	"E"	1	200
783	1568	"Sausage salad, prepared"	"E"	1	200
784	1088	"Sausage Vaudois"	"E"	1	200
785	1080	"Sausage, veal"	"E"	1	200
786	1543	"Savoury cheese quiche, baked (with cake dough)"	"E"	1	200
787	1544	"Savoury cheese quiche, baked (with puff pastry)"	"E"	1	200
788	454	"Savoy cabbage, raw"	"E"	1	200
789	1030	"Savoy cabbage, steamed (without addition of salt)"	"E"	1	200
790	552	"Sbrinz"	"E"	1	200
791	507	"Schabziger (Swiss green cheese)"	"E"	1	200
792	1685	"Schnitzel bread with cocktail sauce"	"E"	1	200
793	1686	"Schnitzel bread with tartare sauce"	"E"	1	200
794	791	"Schützenwurst sausage"	"E"	1	200
795	1602	"Scrambled eggs, prepared"	"E"	1	200
796	1605	"Scrambled eggs with cheese, prepared"	"E"	1	200
797	1606	"Scrambled eggs with ham, prepared"	"E"	1	200
798	1604	"Scrambled eggs with mushrooms, prepared"	"E"	1	200
799	1603	"Scrambled egg with herbs, prepared"	"E"	1	200
800	1170	"Seeds, kernels, nuts (average), unsalted"	"E"	1	200
801	833	"Semi-white bread"	"E"	1	200
802	1463	"Semmeli (bread roll, white)"	"E"	1	200
803	1510	"Semolina pudding, prepared (with full fat milk, without addition of sugar)"	"E"	1	200
804	1509	"Semolina pudding, prepared (with partially skimmed milk, without addition of sugar)"	"E"	1	200
805	1508	"Semolina slice, prepared (with full fat milk)"	"E"	1	200
806	1507	"Semolina slice, prepared (with partially skimmed milk)"	"E"	1	200
807	280	"Sesame seeds whole"	"E"	1	200
808	1099	"Shellfish (average), raw"	"E"	1	200
809	515	"Sherry, 18.5 vol%"	"E"	1	200
810	875	"Short bread cookie (Sablé)"	"E"	1	200
811	1175	"Short pastry base (with butter), sweet, raw"	"E"	1	200
812	909	"Short pastry base (with vegetable fat), sweet, raw"	"E"	1	200
813	1497	"Shrimp, boiled"	"E"	1	200
814	1498	"Shrimp cocktail, prepared"	"E"	1	200
815	766	"Shrimp, raw"	"E"	1	200
816	578	"Skimmed milk powder"	"E"	1	200
817	1203	"Smoked salami"	"E"	1	200
818	954	"Soft caramel candies"	"E"	1	200
819	13391	"Soft cheese, 45 to 54.9% fidm"	"E"	1	200
820	631	"Soft cheese, 60% fidm"	"E"	1	200
821	13392	"Soft cheese, at least 55% fidm"	"E"	1	200
822	1197	"Soft cheese (average without fat reduced products)"	"E"	1	200
823	485	"Soft cheese, Mascarpone"	"E"	1	200
824	595	"Soft drink, with flavor, sweetened"	"E"	1	200
825	10561	"Somosa, baked"	"E"	1	200
826	892	"Sorbet, fruit"	"E"	1	200
827	575	"Sour cream 15% fat"	"E"	1	200
828	574	"Sour cream (crème fraîche) 35% fat"	"E"	1	200
829	72	"Soya drink, plain"	"E"	1	200
830	996	"Soya flour, defatted"	"E"	1	200
831	995	"Soya flour, full fat"	"E"	1	200
832	1061	"Soybean, cooked (without addition of fat and salt)"	"E"	1	200
833	442	"Soybean, dried"	"E"	1	200
834	603	"Soybean oil"	"E"	1	200
835	466	"Soybean sprouts"	"E"	1	200
836	551	"Sparkling wine, champagne"	"E"	1	200
837	1399	"Spätzle flour"	"E"	1	200
838	1043	"Spelt, fine flour (type 550)"	"E"	1	200
839	1041	"Spelt, flour Ruch (type 1100)"	"E"	1	200
840	1042	"Spelt, wholemeal flour (type 1900)"	"E"	1	200
841	1566	"Spinach quiche, baked (with cake dough)"	"E"	1	200
842	1567	"Spinach quiche, baked (with puff pastry)"	"E"	1	200
843	365	"Spinach, raw"	"E"	1	200
844	1025	"Spinach, steamed (without addition of salt)"	"E"	1	200
845	646	"Spirits, 40 vol% (e.g. Vodka, gin)"	"E"	1	200
846	518	"Spirits, grain, 40% vol (e.g. whisky)"	"E"	1	200
847	644	"Spirits, Kirsch, Cherry Schnaps"	"E"	1	200
848	520	"Spirits, sugar cane (e.g. rum)"	"E"	1	200
849	519	"Spirits, wine (e.g. cognac, brandy)"	"E"	1	200
850	1656	"Squash slices, breaded, prepared"	"E"	1	200
851	764	"Squid, raw"	"E"	1	200
852	792	"St. Gall Schüblig sausage"	"E"	1	200
853	570	"St. Paulin cheese"	"E"	1	200
854	385	"Strawberry, fresh"	"E"	1	200
855	13418	"Strudel dough, raw"	"E"	1	200
856	471	"Sugar, brown"	"E"	1	200
857	465	"Sugar loaf chicory, raw"	"E"	1	200
858	438	"Sugar pea, raw"	"E"	1	200
859	1012	"Sugar pea, steamed (without addition of salt)"	"E"	1	200
860	470	"Sugar, white"	"E"	1	200
861	598	"Sunflower oil"	"E"	1	200
862	1068	"Sunflower oil HO (high oleic), refined"	"E"	1	200
863	281	"Sunflower seeds"	"E"	1	200
864	770	"Surimi"	"E"	1	200
865	632	"Sweet corn canned"	"E"	1	200
866	1033	"Sweet corn (canned), heated (without addition of salt)"	"E"	1	200
867	633	"Sweet corn cob, pickled"	"E"	1	200
868	432	"Sweet corn, raw"	"E"	1	200
869	1032	"Sweet corn, steamed"	"E"	1	200
870	13406	"Sweet potato, raw"	"E"	1	200
871	13407	"Sweet potato, steamed (without addition of salt)"	"E"	1	200
872	602	"Sweet whey"	"E"	1	200
873	450	"Swiss chard, raw"	"E"	1	200
874	1016	"Swiss chard, steamed (without addition of salt)"	"E"	1	200
875	782	"Swiss Salami, beef and pork"	"E"	1	200
876	1132	"Syrup, ready to drink (dilution 1:5.5)"	"E"	1	200
877	569	"Syrup undiluted"	"E"	1	200
878	762	"Table salt iodized"	"E"	1	200
879	10457	"Table salt iodized and fluoridized"	"E"	1	200
880	634	"Table salt without iodine and fluoride"	"E"	1	200
881	1609	"Taboulé, prepared (with Bulgur)"	"E"	1	200
882	1610	"Taboulé, prepared (with Couscous)"	"E"	1	200
883	1684	"Tartare sauce, home made with rapeseed mayonnaise"	"E"	1	200
884	803	"Tea, no sugar added"	"E"	1	200
885	796	"Terrine, game meat"	"E"	1	200
886	495	"Tête de Moine"	"E"	1	200
887	1487	"Thin pancakes, prepared"	"E"	1	200
888	1496	"Thin pancakes with bacon, prepared"	"E"	1	200
889	1489	"Thin pancakes with camembert cheese, prepared"	"E"	1	200
890	1495	"Thin pancakes with ham, prepared"	"E"	1	200
