ID	ID V 4.0	ID SwissFIR	Nom	Synonymes	Catégorie	Densité	Unité de matrice	Énergie, kilojoules	Dérivation de la valeur	Source	Énergie, calories	Dérivation de la valeur	Source	Lipides, totaux (g)	Dérivation de la valeur	Source	Acides gras, saturés (g)	Dérivation de la valeur	Source	Acides gras, mono-insaturés (g)	Dérivation de la valeur	Source	Acides gras, poly-insaturés (g)	Dérivation de la valeur	Source	Cholestérol (mg)	Dérivation de la valeur	Source	Glucides, disponibles (g)	Dérivation de la valeur	Source	Sucres (g)	Dérivation de la valeur	Source	Amidon (g)	Dérivation de la valeur	Source	Fibres alimentaires (g)	Dérivation de la valeur	Source	Proteines (g)	Dérivation de la valeur	Source	Sel (NaCl) (g)	Dérivation de la valeur	Source	Alcool (g)	Dérivation de la valeur	Source	Eau (g)	Dérivation de la valeur	Source	Activité de vitamine A, RE (µg-RE)	Dérivation de la valeur	Source	Activité de vitamine A, RAE (µg-RE)	Dérivation de la valeur	Source	Equivalents d’all-transrétinol (µg-RE)	Dérivation de la valeur	Source	Activité de bétacarotène (µg-BCE)	Dérivation de la valeur	Source	Bétacarotène (µg)	Dérivation de la valeur	Source	Vitamine B1 (thiamine) (mg)	Dérivation de la valeur	Source	Vitamine B2 (riboflavine) (mg)	Dérivation de la valeur	Source	Vitamine B6 (pyridoxine) (mg)	Dérivation de la valeur	Source	Vitamine B12 (cobalamine) (µg)	Dérivation de la valeur	Source	Niacine (mg)	Dérivation de la valeur	Source	Folate (µg)	Dérivation de la valeur	Source	Acide pantothénique (mg)	Dérivation de la valeur	Source	Vitamine C (acide ascorbique) (mg)	Dérivation de la valeur	Source	Vitamine D (calciférol) (µg)	Dérivation de la valeur	Source	Activité de vitamine E (mg-ATE)	Dérivation de la valeur	Source	Potassium (K) (mg)	Dérivation de la valeur	Source	Sodium (Na) (mg)	Dérivation de la valeur	Source	Clor (Cl) (mg)	Dérivation de la valeur	Source	Calcium (Ca) (mg)	Dérivation de la valeur	Source	Magnésium (Mg) (mg)	Dérivation de la valeur	Source	Phosphore (P) (mg)	Dérivation de la valeur	Source	Fer (Fe) (mg)	Dérivation de la valeur	Source	Iode (I) (µg)	Dérivation de la valeur	Source	Zinc (Zn)  (mg)	Dérivation de la valeur	Source	Sélénium (Se) (µg)	Dérivation de la valeur	Source	Entrée modifiée
1661			Piccata de courges, préparée		Plats/Autres plats salés/épicés		par 100 g de portion comestible	627	Calcul automatisé		151	Calcul automatisé		11.3	Calcul sur la base des ingrédients		4.4	Calcul sur la base des ingrédients		4.6	Calcul sur la base des ingrédients		1.1	Calcul sur la base des ingrédients		86	Calcul sur la base des ingrédients		6.4	Calcul sur la base des ingrédients		2	Calcul sur la base des ingrédients		4.3	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		5.4	Calcul sur la base des ingrédients		0.6	Calcul automatisé		0	Calcul sur la base des ingrédients		75.9	Calcul automatisé		111	Calcul automatisé		98	Calcul automatisé		85	Calcul sur la base des ingrédients		155	Calcul sur la base des ingrédients		122	Calcul sur la base des ingrédients		0.06	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.07	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		0.43	Calcul sur la base des ingrédients		24.8	Calcul sur la base des ingrédients		0.48	Calcul sur la base des ingrédients		7.5	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		0.37	Calcul sur la base des ingrédients		200	Calcul sur la base des ingrédients		250	Calcul sur la base des ingrédients		390	Calcul sur la base des ingrédients		77	Calcul sur la base des ingrédients		21	Calcul sur la base des ingrédients		97	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		9.3	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		n.i.			Oui
1668			Piccata de porc, préparée		Plats/Autres plats salés/épicés		par 100 g de portion comestible	968	Calcul automatisé		232	Calcul automatisé		12.7	Calcul sur la base des ingrédients		3.3	Calcul sur la base des ingrédients		6.3	Calcul sur la base des ingrédients		1.6	Calcul sur la base des ingrédients		183	Calcul sur la base des ingrédients		5.5	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		5.3	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		23.6	Calcul sur la base des ingrédients		0.9	Calcul automatisé		0	Calcul sur la base des ingrédients		57.9	Calcul automatisé		74	Calcul automatisé		70	Calcul automatisé		66	Calcul sur la base des ingrédients		50	Calcul sur la base des ingrédients		46	Calcul sur la base des ingrédients		0.34	Calcul sur la base des ingrédients		0.22	Calcul sur la base des ingrédients		0.21	Calcul sur la base des ingrédients		1.13	Calcul sur la base des ingrédients		2.54	Calcul sur la base des ingrédients		19.9	Calcul sur la base des ingrédients		0.97	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		0.81	Calcul sur la base des ingrédients		190	Calcul sur la base des ingrédients		340	Calcul sur la base des ingrédients		500	Calcul sur la base des ingrédients		100	Calcul sur la base des ingrédients		20	Calcul sur la base des ingrédients		230	Calcul sur la base des ingrédients		1.9	Calcul sur la base des ingrédients		13	Calcul sur la base des ingrédients		2.8	Calcul sur la base des ingrédients		n.i.			Oui
1667			Piccata de veau, préparée		Plats/Autres plats salés/épicés		par 100 g de portion comestible	931	Calcul automatisé		223	Calcul automatisé		11.9	Calcul sur la base des ingrédients		3.1	Calcul sur la base des ingrédients		5.9	Calcul sur la base des ingrédients		1.5	Calcul sur la base des ingrédients		185	Calcul sur la base des ingrédients		5.5	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		5.3	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		23.3	Calcul sur la base des ingrédients		0.8	Calcul automatisé		0	Calcul sur la base des ingrédients		59.1	Calcul automatisé		76	Calcul automatisé		72	Calcul automatisé		67	Calcul sur la base des ingrédients		54	Calcul sur la base des ingrédients		49	Calcul sur la base des ingrédients		0.06	Calcul sur la base des ingrédients		0.28	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		1.11	Calcul sur la base des ingrédients		5.89	Calcul sur la base des ingrédients		23.1	Calcul sur la base des ingrédients		1.22	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		0.58	Calcul sur la base des ingrédients		230	Calcul sur la base des ingrédients		340	Calcul sur la base des ingrédients		500	Calcul sur la base des ingrédients		100	Calcul sur la base des ingrédients		24	Calcul sur la base des ingrédients		260	Calcul sur la base des ingrédients		2.3	Calcul sur la base des ingrédients		12	Calcul sur la base des ingrédients		2.6	Calcul sur la base des ingrédients		n.i.			Oui
283	4499	842006	Pignon de pin		Noix, graines et produits oléagineux		par 100 g de portion comestible	2560	Calcul automatisé		616	Calcul automatisé		44.9	-	129	4.9	-	156	18.8	-	156	34.1	-	156	0	-	156	13.9	-	129	5.2	-	129	1.4	-	156	3.7	-	156	37.3	Estimation	1662	0	Calcul automatisé		0	Estimation	51	5.1	-	129	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	51	0	Estimation	51	0	-	103	1.5	-	129	0.28	-	129	0.01	-	156	0	-	156	4.4	-	156	34	-	156	0.31	-	156	3	-	129	0	-	145	12.5	-	103	830	-	"129	1542"	4.6	-	"129	1542"	41	-	8	21	-	"129	1542"	400	-	"129	1542"	700	-	"129	1542"	7.8	-	"129	1542"	0.2	-	145	9	-	86	n.i.			No
274	3699	841007	Pistache		Noix, graines et produits oléagineux		par 100 g de portion comestible	2460	Calcul automatisé		594	Calcul automatisé		45.4	-	1002	5.6	-	1002	23.8	-	1002	13.7	-	1002	0	-	81	17.6	Estimation	1003	7.7	-	1002	1.7	-	1002	10	-	"72	1002"	23.8	Estimation	1662	0	Calcul automatisé		0	Estimation	51	3.9	-	156	35	Calcul automatisé		18	Calcul automatisé		0	Estimation	51	211	Estimation	51	211	-	103	0.5	-	81	0.3	-	81	0.25	-	81	0	-	156	1	-	81	58	-	81	0.52	-	156	1	-	81	0	-	81	29.8	-	103	500	-	81	9	-	81	40	-	8	65	-	81	120	-	156	160	-	81	7	-	71	11	-	43	3.3	-	71	n.i.			No
1538			Pizza au jambon, cuite au four		Plats/Plats italiens		par 100 g de portion comestible	924	Calcul automatisé		220	Calcul automatisé		6.5	Calcul sur la base des ingrédients		2.2	Calcul sur la base des ingrédients		3.2	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		13	Calcul sur la base des ingrédients		28.7	Calcul sur la base des ingrédients		1.5	Calcul sur la base des ingrédients		26.9	Calcul sur la base des ingrédients		1.6	Calcul sur la base des ingrédients		10.8	Calcul sur la base des ingrédients		0.9	Calcul automatisé		0	Calcul sur la base des ingrédients		52.8	Calcul automatisé		45	Calcul automatisé		36	Calcul automatisé		27	Calcul sur la base des ingrédients		108	Calcul sur la base des ingrédients		93	Calcul sur la base des ingrédients		0.13	Calcul sur la base des ingrédients		0.09	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.18	Calcul sur la base des ingrédients		1.43	Calcul sur la base des ingrédients		11.2	Calcul sur la base des ingrédients		0.29	Calcul sur la base des ingrédients		11.1	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		1.42	Calcul sur la base des ingrédients		220	Calcul sur la base des ingrédients		380	Calcul sur la base des ingrédients		710	Calcul sur la base des ingrédients		60	Calcul sur la base des ingrédients		15	Calcul sur la base des ingrédients		130	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		2.1	Calcul sur la base des ingrédients		0.9	Calcul sur la base des ingrédients		n.i.			No
1537			Pizza au jambon et champignon, cuite au four		Plats/Plats italiens		par 100 g de portion comestible	864	Calcul automatisé		205	Calcul automatisé		7	Calcul sur la base des ingrédients		2.8	Calcul sur la base des ingrédients		3.2	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		14	Calcul sur la base des ingrédients		24	Calcul sur la base des ingrédients		1.3	Calcul sur la base des ingrédients		22.4	Calcul sur la base des ingrédients		1.6	Calcul sur la base des ingrédients		10.9	Calcul sur la base des ingrédients		0.8	Calcul automatisé		0	Calcul sur la base des ingrédients		57	Calcul automatisé		54	Calcul automatisé		45	Calcul automatisé		37	Calcul sur la base des ingrédients		101	Calcul sur la base des ingrédients		88	Calcul sur la base des ingrédients		0.12	Calcul sur la base des ingrédients		0.15	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.25	Calcul sur la base des ingrédients		1.67	Calcul sur la base des ingrédients		12.4	Calcul sur la base des ingrédients		0.49	Calcul sur la base des ingrédients		9.5	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		1.22	Calcul sur la base des ingrédients		230	Calcul sur la base des ingrédients		330	Calcul sur la base des ingrédients		660	Calcul sur la base des ingrédients		77	Calcul sur la base des ingrédients		15	Calcul sur la base des ingrédients		150	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		4.3	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		n.i.			No
1536			Pizza au mascarpone et roquette, cuite au four		Plats/Plats italiens		par 100 g de portion comestible	1010	Calcul automatisé		240	Calcul automatisé		9.9	Calcul sur la base des ingrédients		4.4	Calcul sur la base des ingrédients		4.2	Calcul sur la base des ingrédients		0.7	Calcul sur la base des ingrédients		17	Calcul sur la base des ingrédients		27.4	Calcul sur la base des ingrédients		1.5	Calcul sur la base des ingrédients		25.7	Calcul sur la base des ingrédients		1.6	Calcul sur la base des ingrédients		9.6	Calcul sur la base des ingrédients		0.7	Calcul automatisé		0	Calcul sur la base des ingrédients		51.8	Calcul automatisé		103	Calcul automatisé		80	Calcul automatisé		56	Calcul sur la base des ingrédients		283	Calcul sur la base des ingrédients		n.i.			0.08	Calcul sur la base des ingrédients		0.11	Calcul sur la base des ingrédients		0.07	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		0.75	Calcul sur la base des ingrédients		16.8	Calcul sur la base des ingrédients		0.23	Calcul sur la base des ingrédients		3.8	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		1.43	Calcul sur la base des ingrédients		190	Calcul sur la base des ingrédients		270	Calcul sur la base des ingrédients		590	Calcul sur la base des ingrédients		98	Calcul sur la base des ingrédients		13	Calcul sur la base des ingrédients		120	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		3.3	Calcul sur la base des ingrédients		0.9	Calcul sur la base des ingrédients		n.i.			Oui
1532			Pizza au thon, cuite au four		Plats/Plats italiens		par 100 g de portion comestible	955	Calcul automatisé		227	Calcul automatisé		7.6	Calcul sur la base des ingrédients		3	Calcul sur la base des ingrédients		3.4	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		17	Calcul sur la base des ingrédients		26.5	Calcul sur la base des ingrédients		1.3	Calcul sur la base des ingrédients		24.9	Calcul sur la base des ingrédients		1.5	Calcul sur la base des ingrédients		12.4	Calcul sur la base des ingrédients		0.8	Calcul automatisé		0	Calcul sur la base des ingrédients		52.3	Calcul automatisé		109	Calcul automatisé		99	Calcul automatisé		90	Calcul sur la base des ingrédients		112	Calcul sur la base des ingrédients		97	Calcul sur la base des ingrédients		0.07	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.11	Calcul sur la base des ingrédients		0.64	Calcul sur la base des ingrédients		1.95	Calcul sur la base des ingrédients		11.6	Calcul sur la base des ingrédients		0.24	Calcul sur la base des ingrédients		2.9	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		1.44	Calcul sur la base des ingrédients		190	Calcul sur la base des ingrédients		300	Calcul sur la base des ingrédients		570	Calcul sur la base des ingrédients		84	Calcul sur la base des ingrédients		15	Calcul sur la base des ingrédients		130	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		1.9	Calcul sur la base des ingrédients		0.9	Calcul sur la base des ingrédients		n.i.			No
1540			Pizza aux légumes, cuite au four		Plats/Plats italiens		par 100 g de portion comestible	524	Calcul automatisé		125	Calcul automatisé		3.1	Calcul sur la base des ingrédients		1.2	Calcul sur la base des ingrédients		1.4	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		4	Calcul sur la base des ingrédients		17.4	Calcul sur la base des ingrédients		1.7	Calcul sur la base des ingrédients		15.4	Calcul sur la base des ingrédients		1.9	Calcul sur la base des ingrédients		5.7	Calcul sur la base des ingrédients		0.4	Calcul automatisé		0	Calcul sur la base des ingrédients		72.1	Calcul automatisé		45	Calcul automatisé		30	Calcul automatisé		15	Calcul sur la base des ingrédients		179	Calcul sur la base des ingrédients		155	Calcul sur la base des ingrédients		0.08	Calcul sur la base des ingrédients		0.12	Calcul sur la base des ingrédients		0.09	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		1.13	Calcul sur la base des ingrédients		24.9	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		15.4	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		0.75	Calcul sur la base des ingrédients		240	Calcul sur la base des ingrédients		140	Calcul sur la base des ingrédients		330	Calcul sur la base des ingrédients		50	Calcul sur la base des ingrédients		16	Calcul sur la base des ingrédients		80	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		6.1	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		n.i.			No
1539			Pizza aux quatre fromages, cuite au four		Plats/Plats italiens		par 100 g de portion comestible	1250	Calcul automatisé		296	Calcul automatisé		10.3	Calcul sur la base des ingrédients		4.7	Calcul sur la base des ingrédients		3.8	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		20	Calcul sur la base des ingrédients		37.2	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		36.6	Calcul sur la base des ingrédients		1.8	Calcul sur la base des ingrédients		12.9	Calcul sur la base des ingrédients		1.1	Calcul automatisé		0	Calcul sur la base des ingrédients		38.3	Calcul automatisé		67	Calcul automatisé		64	Calcul automatisé		60	Calcul sur la base des ingrédients		37	Calcul sur la base des ingrédients		37	Calcul sur la base des ingrédients		0.08	Calcul sur la base des ingrédients		0.11	Calcul sur la base des ingrédients		0.05	Calcul sur la base des ingrédients		0.32	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		12.1	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		1.04	Calcul sur la base des ingrédients		120	Calcul sur la base des ingrédients		450	Calcul sur la base des ingrédients		760	Calcul sur la base des ingrédients		210	Calcul sur la base des ingrédients		16	Calcul sur la base des ingrédients		180	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		6.8	Calcul sur la base des ingrédients		1.2	Calcul sur la base des ingrédients		n.i.			No
1533			Pizza Calzone, cuite au four		Plats/Plats italiens		par 100 g de portion comestible	948	Calcul automatisé		226	Calcul automatisé		7.7	Calcul sur la base des ingrédients		3.1	Calcul sur la base des ingrédients		3.5	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		16	Calcul sur la base des ingrédients		26.5	Calcul sur la base des ingrédients		1.4	Calcul sur la base des ingrédients		24.9	Calcul sur la base des ingrédients		1.5	Calcul sur la base des ingrédients		11.7	Calcul sur la base des ingrédients		0.9	Calcul automatisé		0	Calcul sur la base des ingrédients		52.8	Calcul automatisé		60	Calcul automatisé		50	Calcul automatisé		41	Calcul sur la base des ingrédients		112	Calcul sur la base des ingrédients		97	Calcul sur la base des ingrédients		0.12	Calcul sur la base des ingrédients		0.11	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.28	Calcul sur la base des ingrédients		1.36	Calcul sur la base des ingrédients		11.1	Calcul sur la base des ingrédients		0.28	Calcul sur la base des ingrédients		10.2	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		1.34	Calcul sur la base des ingrédients		210	Calcul sur la base des ingrédients		360	Calcul sur la base des ingrédients		730	Calcul sur la base des ingrédients		85	Calcul sur la base des ingrédients		15	Calcul sur la base des ingrédients		150	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		2.4	Calcul sur la base des ingrédients		1.1	Calcul sur la base des ingrédients		n.i.			No
1534			Pizza Hawaii, cuite au four		Plats/Plats italiens		par 100 g de portion comestible	826	Calcul automatisé		196	Calcul automatisé		6.4	Calcul sur la base des ingrédients		2.5	Calcul sur la base des ingrédients		2.9	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		13	Calcul sur la base des ingrédients		24.2	Calcul sur la base des ingrédients		3.5	Calcul sur la base des ingrédients		20.5	Calcul sur la base des ingrédients		1.5	Calcul sur la base des ingrédients		9.7	Calcul sur la base des ingrédients		0.7	Calcul automatisé		0	Calcul sur la base des ingrédients		58.4	Calcul automatisé		51	Calcul automatisé		43	Calcul automatisé		34	Calcul sur la base des ingrédients		104	Calcul sur la base des ingrédients		90	Calcul sur la base des ingrédients		0.11	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.09	Calcul sur la base des ingrédients		0.23	Calcul sur la base des ingrédients		1.17	Calcul sur la base des ingrédients		10	Calcul sur la base des ingrédients		0.27	Calcul sur la base des ingrédients		9.9	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		1.13	Calcul sur la base des ingrédients		190	Calcul sur la base des ingrédients		300	Calcul sur la base des ingrédients		610	Calcul sur la base des ingrédients		73	Calcul sur la base des ingrédients		15	Calcul sur la base des ingrédients		130	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		2	Calcul sur la base des ingrédients		0.9	Calcul sur la base des ingrédients		n.i.			No
1535			Pizza Margherite, cuite au four		Plats/Plats italiens		par 100 g de portion comestible	1000	Calcul automatisé		239	Calcul automatisé		8.4	Calcul sur la base des ingrédients		3.3	Calcul sur la base des ingrédients		3.8	Calcul sur la base des ingrédients		0.7	Calcul sur la base des ingrédients		12	Calcul sur la base des ingrédients		29.9	Calcul sur la base des ingrédients		1.5	Calcul sur la base des ingrédients		28.1	Calcul sur la base des ingrédients		1.7	Calcul sur la base des ingrédients		10.2	Calcul sur la base des ingrédients		0.7	Calcul automatisé		0	Calcul sur la base des ingrédients		50.2	Calcul automatisé		67	Calcul automatisé		56	Calcul automatisé		46	Calcul sur la base des ingrédients		126	Calcul sur la base des ingrédients		110	Calcul sur la base des ingrédients		0.08	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.07	Calcul sur la base des ingrédients		0.32	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		12.3	Calcul sur la base des ingrédients		0.23	Calcul sur la base des ingrédients		3.2	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		1.5	Calcul sur la base des ingrédients		180	Calcul sur la base des ingrédients		290	Calcul sur la base des ingrédients		640	Calcul sur la base des ingrédients		94	Calcul sur la base des ingrédients		14	Calcul sur la base des ingrédients		130	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		2.1	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		n.i.			No
1015	4247		Poireau, à l'étuvée (sans adjonction de graisse ni de sel)		Légumes/Légumes cuits (conserves comprises)		par 100 g de portion comestible	139	Calcul automatisé		33	Calcul automatisé		0.3	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		4.2	Calcul sur la base des ingrédients		3.9	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		3.1	Calcul sur la base des ingrédients		1.8	Calcul sur la base des ingrédients		0	Calcul automatisé		0	Calcul sur la base des ingrédients		90.6	Calcul automatisé		16	Calcul automatisé		8	Calcul automatisé		0	Calcul sur la base des ingrédients		98	Calcul sur la base des ingrédients		138	Calcul sur la base des ingrédients		0.11	Calcul sur la base des ingrédients		0.04	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.43	Calcul sur la base des ingrédients		53.9	Calcul sur la base des ingrédients		0.14	Calcul sur la base des ingrédients		18.3	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.82	Calcul sur la base des ingrédients		290	Calcul sur la base des ingrédients		13	Calcul sur la base des ingrédients		27	Calcul sur la base des ingrédients		35	Calcul sur la base des ingrédients		12	Calcul sur la base des ingrédients		39	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		9.7	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		n.i.			Oui
358	3827	1000821	Poireau, cru	Poreau	Légumes/Légumes frais		par 100 g de portion comestible	124	Calcul automatisé		30	Calcul automatisé		0.3	-	43	tr.	-	43	tr.	-	43	0.2	-	43	0	-	43	3.7	-	43	3.5	-	43	0.2	-	43	2.8	-	43	1.6	-	43	0	Calcul automatisé		0	-	43	90.5	-	43	15	Calcul automatisé		7	Calcul automatisé		0	Estimation	51	87	Estimation	51	136	-	"89	1669"	0.12	-	"43	1669"	0.04	-	43	0.3	-	"43	1669"	0	-	43	0.4	-	43	96	-	43	0.14	-	"43	1669"	19.2	-	"43	1669"	0	-	43	0.73	-	43	260	-	43	12	-	43	24	-	36	31	-	43	11	-	43	35	-	43	0.9	-	43	8.6	-	36	0.3	-	36	n.i.			No
382	4551	1000845	Poire, crue		Fruits/Fruits frais		par 100 g de portion comestible	244	Calcul automatisé		58	Calcul automatisé		0.3	-	43	0	-	43	0.1	-	43	0.1	-	43	0	-	43	12.2	-	43	12.2	-	43	tr.	-	43	2.3	-	43	0.4	-	43	0	Calcul automatisé		0	-	43	84.7	-	43	1	Calcul automatisé		0	Calcul automatisé		0	Estimation	51	5	Estimation	51	4	-	121	0.01	-	"43	1670"	0.02	-	"43	1670"	0.03	-	"43	1670"	0	-	43	0.18	-	"43	1670"	10	-	43	0.1	-	"43	1670"	4.6	-	"43	1670"	0	-	43	0.5	-	43	130	-	43	2	-	43	2	-	36	10	-	43	7	-	43	13	-	43	0.2	-	43	0.8	-	36	0.1	-	36	n.i.			No
1050	4245		Poire, cuite,  égouttée (sans adjonction de sucre)		Fruits/Fruits cuits (conserves comprises)		par 100 g de portion comestible	316	Calcul automatisé		75	Calcul automatisé		0.4	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		15.8	Calcul sur la base des ingrédients		15.8	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		3	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		0	Calcul automatisé		0	Calcul sur la base des ingrédients		80.3	Calcul automatisé		1	Calcul automatisé		0	Calcul automatisé		0	Calcul sur la base des ingrédients		6	Calcul sur la base des ingrédients		4	Calcul sur la base des ingrédients		0.02	Calcul sur la base des ingrédients		0.02	Calcul sur la base des ingrédients		0.03	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.22	Calcul sur la base des ingrédients		9.1	Calcul sur la base des ingrédients		0.12	Calcul sur la base des ingrédients		4.2	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.65	Calcul sur la base des ingrédients		150	Calcul sur la base des ingrédients		2.6	Calcul sur la base des ingrédients		2.6	Calcul sur la base des ingrédients		12	Calcul sur la base des ingrédients		9.1	Calcul sur la base des ingrédients		17	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		n.i.			Oui
626	3938	1001173	Poire, non sucrée, conserve		Fruits/Fruits cuits (conserves comprises)		par 100 g de portion comestible	244	Calcul automatisé		58	Calcul automatisé		0.3	-	22	0	-	22	0.1	-	22	0.1	-	22	0	-	22	12.2	-	22	12.2	-	22	tr.	-	22	2.3	-	22	0.4	-	22	0	Calcul automatisé		0	-	22	84.7	-	22	2	Calcul automatisé		1	Calcul automatisé		0	-	51	10	-	145	n.i.			0.02	-	22	0.03	-	22	0.02	-	22	0	-	22	0.18	-	22	5	-	22	0.09	-	22	2.5	-	22	0	-	22	0.38	-	22	110	-	22	2	-	22	2	-	22	9.5	-	22	7	-	22	13	-	22	0.2	-	22	0.8	-	22	0.1	-	22	n.i.			No
433	3821	1000908	Poire, séchée		Fruits/Fruits secs		par 100 g de portion comestible	1220	Calcul automatisé		289	Calcul automatisé		1.4	-	9	0.1	-	9	0.5	-	9	0.6	-	9	0	-	9	59.7	-	9	49.3	-	9	0	-	9	13.5	-	9	2.4	-	9	0	Calcul automatisé		0	-	9	20	-	9	0	Calcul automatisé		0	Calcul automatisé		0	Estimation	51	2	Estimation	51	2	-	156	0.09	-	9	0.09	-	9	0.04	-	9	0	-	9	0.58	-	9	39	-	9	0.18	-	9	14.5	-	9	0	-	9	1.45	-	9	420	-	9	10	-	9	10	-	9	43	-	9	34	-	9	72	-	9	1.3	-	9	5	-	9	1.1	-	9	n.i.			No
620	4729	1001167	Poire, sucrée, conserve		Fruits/Fruits cuits (conserves comprises)		par 100 g de portion comestible	389	Calcul automatisé		92	Calcul automatisé		0.3	-	22	0	-	22	0	-	22	0.1	-	22	0	-	22	21	-	22	21	-	22	tr.	-	22	2.1	-	22	0.4	-	22	0	Calcul automatisé		0	-	22	76.2	-	22	n.i.			n.i.			n.i.			n.i.			n.i.			0.02	-	22	0.02	-	22	0.02	-	22	0	-	22	0.16	-	22	4.5	-	22	0.08	-	22	2.3	-	22	0	-	22	0.34	-	22	100	-	22	1.8	-	22	2	-	22	8.6	-	22	6.3	-	22	12	-	22	0.2	-	22	0.7	-	22	0.1	-	22	n.i.			No
