ID	ID V 4.0	ID SwissFIR	Nom	Synonymes	Catégorie	Densité	Unité de matrice	Énergie, kilojoules	Dérivation de la valeur	Source	Énergie, calories	Dérivation de la valeur	Source	Lipides, totaux (g)	Dérivation de la valeur	Source	Acides gras, saturés (g)	Dérivation de la valeur	Source	Acides gras, mono-insaturés (g)	Dérivation de la valeur	Source	Acides gras, poly-insaturés (g)	Dérivation de la valeur	Source	Cholestérol (mg)	Dérivation de la valeur	Source	Glucides, disponibles (g)	Dérivation de la valeur	Source	Sucres (g)	Dérivation de la valeur	Source	Amidon (g)	Dérivation de la valeur	Source	Fibres alimentaires (g)	Dérivation de la valeur	Source	Proteines (g)	Dérivation de la valeur	Source	Sel (NaCl) (g)	Dérivation de la valeur	Source	Alcool (g)	Dérivation de la valeur	Source	Eau (g)	Dérivation de la valeur	Source	Activité de vitamine A, RE (µg-RE)	Dérivation de la valeur	Source	Activité de vitamine A, RAE (µg-RE)	Dérivation de la valeur	Source	Equivalents d’all-transrétinol (µg-RE)	Dérivation de la valeur	Source	Activité de bétacarotène (µg-BCE)	Dérivation de la valeur	Source	Bétacarotène (µg)	Dérivation de la valeur	Source	Vitamine B1 (thiamine) (mg)	Dérivation de la valeur	Source	Vitamine B2 (riboflavine) (mg)	Dérivation de la valeur	Source	Vitamine B6 (pyridoxine) (mg)	Dérivation de la valeur	Source	Vitamine B12 (cobalamine) (µg)	Dérivation de la valeur	Source	Niacine (mg)	Dérivation de la valeur	Source	Folate (µg)	Dérivation de la valeur	Source	Acide pantothénique (mg)	Dérivation de la valeur	Source	Vitamine C (acide ascorbique) (mg)	Dérivation de la valeur	Source	Vitamine D (calciférol) (µg)	Dérivation de la valeur	Source	Activité de vitamine E (mg-ATE)	Dérivation de la valeur	Source	Potassium (K) (mg)	Dérivation de la valeur	Source	Sodium (Na) (mg)	Dérivation de la valeur	Source	Clor (Cl) (mg)	Dérivation de la valeur	Source	Calcium (Ca) (mg)	Dérivation de la valeur	Source	Magnésium (Mg) (mg)	Dérivation de la valeur	Source	Phosphore (P) (mg)	Dérivation de la valeur	Source	Fer (Fe) (mg)	Dérivation de la valeur	Source	Iode (I) (µg)	Dérivation de la valeur	Source	Zinc (Zn)  (mg)	Dérivation de la valeur	Source	Sélénium (Se) (µg)	Dérivation de la valeur	Source	Entrée modifiée
1261			Jameson Irish Whiskey (40 vol%)		Boissons alcoolisées/Spiritueux	0.9	par 100 ml	916	Calcul automatisé		221	Calcul automatisé		0	Estimation	1129	n.i.			n.i.			n.i.			0	Estimation	1129	0	Estimation	1129	n.i.			n.i.			0	Estimation	1129	0	Estimation	1129	n.i.			31.6	Estimation	1068	68.4	Calcul automatisé		n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
1262			Malibu Coconut (21 vol%)		Boissons alcoolisées/Autres boissons alcoolisées	1.052	par 100 ml	826	Calcul automatisé		197	Calcul automatisé		0	Estimation	1129	n.i.			n.i.			n.i.			0	Estimation	1129	20.3	Estimation	1129	20.3	Estimation	1069	n.i.			0	Estimation	1129	0	Estimation	1129	n.i.			16.6	Estimation	1069	63.2	Calcul automatisé		n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
11525			Naturaplan Bio Bière non filtrée sans alcool <0.5 vol% (Coop)		Boissons alcoolisées/Bière	1	par 100 ml	94	Calcul automatisé		22	Calcul automatisé		0	-	1523	n.i.			n.i.			n.i.			n.i.			5	-	1523	n.i.			n.i.			n.i.			0.5	-	1523	n.i.			n.i.			94.5	Calcul automatisé		n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
1263			Pastis 51 de Marseille (45 vol%)		Boissons alcoolisées/Autres boissons alcoolisées	0.947	par 100 ml	1060	Calcul automatisé		257	Calcul automatisé		0	Estimation	1129	n.i.			n.i.			n.i.			0	Estimation	1129	2	Estimation	1129	2	-	1070	n.i.			0	Estimation	1129	0	Estimation	1129	n.i.			35.5	-	1070	62.5	Calcul automatisé		n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
1264			Sandeman Ruby Porto (20 vol%)		Boissons alcoolisées/Vin	1.0202	par 100 ml	622	Calcul automatisé		149	Calcul automatisé		0	Estimation	1129	n.i.			n.i.			n.i.			0	Estimation	1129	10	Estimation	1129	10	-	1071	n.i.			0	Estimation	1129	0	Estimation	1129	n.i.			15.6	Estimation	1071	74.4	Calcul automatisé		n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
13422			Sauce soja (Moyenne de produits du commerce)		Divers/Sauces	1.12	par 100 g de portion comestible	219	Calcul automatisé		52	Calcul automatisé		0.2	-	1682	0.1	-	"1662	1682"	n.i.			n.i.			n.i.			4.8	-	1682	2.3	-	1682	n.i.			n.i.			7.5	-	1682	15	-	1682	n.i.			68.9	-	1662	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			6190	-	"1371	1662"	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
13424			Sauce Worcester (Moyenne de produits du commerce)		Divers/Sauces	1	par 100 ml	408	Calcul automatisé		96	Calcul automatisé		0.8	-	1682	0.4	-	1682	n.i.			n.i.			n.i.			21.5	-	1682	19	-	1682	n.i.			n.i.			0.8	-	1682	2.9	-	1682	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
13421			Sucre vanillé (Moyenne de produits du commerce)		Sucreries/Sucres et édulcorants		par 100 g de portion comestible	1660	Calcul automatisé		391	Calcul automatisé		0.2	-	1682	0	-	"1662	1682"	n.i.			n.i.			n.i.			96.7	-	1682	96.7	-	"1662	1682"	n.i.			1.3	-	1682	0.2	-	1682	0	-	1682	n.i.			n.i.			0	Calcul automatisé		0	Calcul automatisé		n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
1265			Suze (20 vol%)		Boissons alcoolisées/Autres boissons alcoolisées	1.036	par 100 ml	730	Calcul automatisé		175	Calcul automatisé		0	-	1073	n.i.			n.i.			n.i.			0	Estimation	1129	16	Estimation	1129	16	-	1073	n.i.			0	Estimation	1129	0	-	1073	n.i.			15.8	-	1073	68.2	Calcul automatisé		n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
1266			Wodka Wyborowa (40 vol%)		Boissons alcoolisées/Spiritueux	0.9	par 100 ml	916	Calcul automatisé		221	Calcul automatisé		0	Estimation	1129	n.i.			n.i.			n.i.			0	Estimation	1129	0	Estimation	1129	n.i.			n.i.			0	Estimation	1129	0	Estimation	1129	n.i.			31.6	Estimation	1074	68.4	Calcul automatisé		n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
13425			Yogourt, à la grecque, avec crème, nature (Moyenne de produits du commerce)		Lait et produits laitiers/Yogourt et lait acidulé		par 100 g de portion comestible	484	Calcul automatisé		117	Calcul automatisé		9.4	-	1682	6	-	1682	n.i.			n.i.			n.i.			3.9	-	1682	3.9	-	1682	n.i.			0	-	1682	4.2	-	1682	0.1	-	1682	n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			n.i.			No
