ID	ID V 4.0	ID SwissFIR	Name	Synonyme	Kategorie	Spezifisches	Gewicht Matrixeinheit	Energie, Kilojoule	Herleitung des Wertes	Quelle	Energie, Kalorien	Herleitung des Wertes	Quelle	Fett, total (g)	Herleitung des Wertes	Quelle	Fettsäuren, gesättigt (g)	Herleitung des Wertes	Quelle	Fettsäuren, einfach ungesättigt (g)	Herleitung des Wertes	Quelle	Fettsäuren, mehrfach ungesättigt (g)	Herleitung des Wertes	Quelle	Cholesterin (mg)	Herleitung des Wertes	Quelle	Kohlenhydrate, verfügbar (g)	Herleitung des Wertes	Quelle	Zucker (g)	Herleitung des Wertes	Quelle	Stärke (g)	Herleitung des Wertes	Quelle	Nahrungsfasern (g)	Herleitung des Wertes	Quelle	Protein (g)	Herleitung des Wertes	Quelle	Salz (NaCl) (g)	Herleitung des Wertes	Quelle	Alkohol (g)	Herleitung des Wertes	Quelle	Wasser (g)	Herleitung des Wertes	Quelle	Vitamin A-Aktivität, RE (µg-RE)	Herleitung des Wertes	Quelle	Vitamin A-Aktivität, RAE (µg-RE)	Herleitung des Wertes	Quelle	All-trans Retinol-Äquivalente (µg-RE)	Herleitung des Wertes	Quelle	Betacarotin-Aktivität (µg-BCE)	Herleitung des Wertes	Quelle	Betacarotin (µg)	Herleitung des Wertes	Quelle	Vitamin B1 (Thiamin) (mg)	Herleitung des Wertes	Quelle	Vitamin B2 (Riboflavin) (mg)	Herleitung des Wertes	Quelle	Vitamin B6 (Pyridoxin) (mg)	Herleitung des Wertes	Quelle	Vitamin B12 (Cobalamin) (µg)	Herleitung des Wertes	Quelle	Niacin (mg)	Herleitung des Wertes	Quelle	Folat (µg)	Herleitung des Wertes	Quelle	Pantothensäure (mg)	Herleitung des Wertes	Quelle	Vitamin C (Ascorbinsäure) (mg)	Herleitung des Wertes	Quelle	Vitamin D (Calciferol) (µg)	Herleitung des Wertes	Quelle	Vitamin E-Aktivität (mg-ATE)	Herleitung des Wertes	Quelle	Kalium (K) (mg)	Herleitung des Wertes	Quelle	Natrium (Na) (mg)	Herleitung des Wertes	Quelle	Chlorid (Cl) (mg)	Herleitung des Wertes	Quelle	Calcium (Ca) (mg)	Herleitung des Wertes	Quelle	Magnesium (Mg) (mg)	Herleitung des Wertes	Quelle	Phosphor (P) (mg)	Herleitung des Wertes	Quelle	Eisen (Fe) (mg)	Herleitung des Wertes	Quelle	Jod (I) (µg)	Herleitung des Wertes	Quelle	Zink (Zn)  (mg)	Herleitung des Wertes	Quelle	Selen (Se) (µg)	Herleitung des Wertes	Quelle	Geänderter Eintrag
1179	4664		Mineralwasser Vichy-Célestins		Alkoholfreie Getränke/Mineralwasser	1	pro 100 ml	0	Automatisierte Berechnung		0	Automatisierte Berechnung		0	Schätzung	1003	0	Schätzung	1003	0	Schätzung	1003	0	Schätzung	1003	0	Schätzung	1003	0	Schätzung	1003	0	Schätzung	1003	0	Schätzung	1003	0	Schätzung	1003	0	Schätzung	1003	k.A.			0	Schätzung	1003	99.7	Schätzung	1662	0	Automatisierte Berechnung		0	Automatisierte Berechnung		0	Schätzung	1003	0	Schätzung	1003	0	Schätzung	1003	0	Schätzung	1003	0	Schätzung	1003	0	Schätzung	1003	0	Schätzung	1003	0	Schätzung	1003	0	Schätzung	1003	0	Schätzung	1003	0	Schätzung	1003	0	Schätzung	1003	0	Schätzung	1003	6.6	-	1013	120	-	1013	24	-	1013	10	-	1013	1	-	1013	k.A.			k.A.			k.A.			k.A.			k.A.			Nein
550	3939	1001070	Mineralwasser Volvic		Alkoholfreie Getränke/Mineralwasser	1	pro 100 ml	0	Automatisierte Berechnung		0	Automatisierte Berechnung		0	-	22	0	-	22	0	-	22	0	-	22	0	Schätzung	51	0	-	22	0	-	22	0	Schätzung	51	0	-	22	0	-	22	k.A.			0	Schätzung	51	100	Schätzung	1662	0	Automatisierte Berechnung		0	Automatisierte Berechnung		0	Schätzung	51	0	Schätzung	51	0	Schätzung	51	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0.6	-	1680	1.2	-	1680	1.5	-	1680	1.2	-	1680	0.8	-	1013	Sp.	-	22	k.A.			0.1	-	1013	k.A.			k.A.			Nein
548	3940	1001067	Mineralwasser Zurzacher		Alkoholfreie Getränke/Mineralwasser	1	pro 100 ml	0	Automatisierte Berechnung		0	Automatisierte Berechnung		0	-	22	0	-	22	0	-	22	0	-	22	0	Schätzung	51	0	-	22	0	-	22	0	Schätzung	51	0	-	22	0	-	22	k.A.			0	Schätzung	51	99.9	Schätzung	1662	0	Automatisierte Berechnung		0	Automatisierte Berechnung		0	Schätzung	51	0	Schätzung	51	0	Schätzung	51	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0	-	22	0.8	-	1680	29	-	1680	13	-	1680	1.6	-	1680	0	-	1680	k.A.			k.A.			3	-	1680	k.A.			k.A.			Nein
11525			Naturaplan Bio Bier naturtrüb alkoholfrei <0.5 vol% (Coop)		Alkoholhaltige Getränke/Bier	1	pro 100 ml	94	Automatisierte Berechnung		22	Automatisierte Berechnung		0	-	1523	k.A.			k.A.			k.A.			k.A.			5	-	1523	k.A.			k.A.			k.A.			0.5	-	1523	k.A.			k.A.			94.5	Automatisierte Berechnung		k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			Nein
1263			Pastis 51 de Marseille (45 vol%)		Alkoholhaltige Getränke/Sonstige alkoholische Getränke	0.947	pro 100 ml	1060	Automatisierte Berechnung		257	Automatisierte Berechnung		0	Schätzung	1129	k.A.			k.A.			k.A.			0	Schätzung	1129	2	Schätzung	1129	2	-	1070	k.A.			0	Schätzung	1129	0	Schätzung	1129	k.A.			35.5	-	1070	62.5	Automatisierte Berechnung		k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			Nein
13429			Reis Drink, nature, Calcium angereichert (Durchschnitt von Markenprodukten)		Milch und Milchprodukte/Milchersatzprodukte	1	pro 100 ml	230	Automatisierte Berechnung		55	Automatisierte Berechnung		1.4	-	1682	0.2	-	1682	k.A.			k.A.			k.A.			9.8	-	1682	5.7	-	1682	k.A.			0.5	-	1682	0.5	-	1682	0.1	-	1682	k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			120	-	1682	k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			Nein
13427			Reis Drink, nature (Durchschnitt von Markenprodukten)		Milch und Milchprodukte/Milchersatzprodukte	1	pro 100 ml	216	Automatisierte Berechnung		51	Automatisierte Berechnung		1.1	-	1682	0.1	-	1682	k.A.			k.A.			k.A.			9.7	-	1682	6.9	-	1682	k.A.			0.4	-	1682	0.4	-	1682	0.1	-	1682	k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			Nein
1264			Sandeman Ruby Porto (20 vol%)		Alkoholhaltige Getränke/Wein	1.0202	pro 100 ml	622	Automatisierte Berechnung		149	Automatisierte Berechnung		0	Schätzung	1129	k.A.			k.A.			k.A.			0	Schätzung	1129	10	Schätzung	1129	10	-	1071	k.A.			0	Schätzung	1129	0	Schätzung	1129	k.A.			15.6	Schätzung	1071	74.4	Automatisierte Berechnung		k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			Nein
13431			Soja Drink, nature, Calcium angereichert (Durchschnitt von Markenprodukten)		Milch und Milchprodukte/Milchersatzprodukte	1	pro 100 ml	186	Automatisierte Berechnung		44	Automatisierte Berechnung		2.1	-	1682	0.4	-	1682	k.A.			k.A.			k.A.			2.6	-	1682	2	-	1682	k.A.			0.5	-	1682	3.6	-	1682	0.1	-	1682	k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			120	-	1682	k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			Nein
13432			Soja Drink, nature, Calcium und Vitaminen angereichert (Durchschnitt von Markenprodukten)		Milch und Milchprodukte/Milchersatzprodukte	1	pro 100 ml	177	Automatisierte Berechnung		42	Automatisierte Berechnung		1.9	-	1682	0.4	-	1682	k.A.			k.A.			k.A.			2.8	-	1682	2.3	-	1682	k.A.			0.5	-	1682	3.1	-	1682	0.1	-	1682	k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			0.32	-	1682	k.A.			k.A.			k.A.			k.A.			0.6	-	1682	k.A.			k.A.			k.A.			k.A.			120	-	1682	k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			Nein
13422			Sojasauce (Durchschnitt von Markenprodukten)		Verschiedenes/Saucen	1.12	pro 100g essbarer Anteil	219	Automatisierte Berechnung		52	Automatisierte Berechnung		0.2	-	1682	0.1	-	"1662;1682"	k.A.			k.A.			k.A.			4.8	-	1682	2.3	-	1682	k.A.			k.A.			7.5	-	1682	15	-	1682	k.A.			68.9	-	1662	k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			6190	-	"1371;1662"	k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			Nein
1265			Suze (20 vol%)		Alkoholhaltige Getränke/Sonstige alkoholische Getränke	1.036	pro 100 ml	730	Automatisierte Berechnung		175	Automatisierte Berechnung		0	-	1073	k.A.			k.A.			k.A.			0	Schätzung	1129	16	Schätzung	1129	16	-	1073	k.A.			0	Schätzung	1129	0	-	1073	k.A.			15.8	-	1073	68.2	Automatisierte Berechnung		k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			Nein
13421			Vanille Zucker (Durchschnitt von Markenprodukten)		Süssigkeiten/Zucker und Süssstoffe		pro 100g essbarer Anteil	1660	Automatisierte Berechnung		391	Automatisierte Berechnung		0.2	-	1682	0	-	"1662;1682"	k.A.			k.A.			k.A.			96.7	-	1682	96.7	-	"1662;1682"	k.A.			1.3	-	1682	0.2	-	1682	0	-	1682	k.A.			k.A.			0	Automatisierte Berechnung		0	Automatisierte Berechnung		k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			Nein
1266			Wodka Wyborowa (40 vol%)		Alkoholhaltige Getränke/Spirituosen	0.9	pro 100 ml	916	Automatisierte Berechnung		221	Automatisierte Berechnung		0	Schätzung	1129	k.A.			k.A.			k.A.			0	Schätzung	1129	0	Schätzung	1129	k.A.			k.A.			0	Schätzung	1129	0	Schätzung	1129	k.A.			31.6	Schätzung	1074	68.4	Automatisierte Berechnung		k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			Nein
13424			Worcester Sauce (Durchschnitt von Markenprodukten)		Verschiedenes/Saucen	1	pro 100 ml	408	Automatisierte Berechnung		96	Automatisierte Berechnung		0.8	-	1682	0.4	-	1682	k.A.			k.A.			k.A.			21.5	-	1682	19	-	1682	k.A.			k.A.			0.8	-	1682	2.9	-	1682	k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			k.A.			Nein
